State,County,Labor Force,Employed,Unemployed,Unemployment Rate,Life Expectancy,Natural_Amenity,Median Child Income,Gini,Gini_bin,Employ_bin,Avg Natural_Amenity
NC,HENDERSON COUNTY,"50,614","48,238","2,376",4.7,79.35,1.99,32500.0,0.465,0.5,5.0,0.2513506815365551
NC,HERTFORD COUNTY,"9,211","8,568",643,7.0,76.18,-1.25,21100.0,0.444,0.4,5.0,0.2513506815365551
NC,HOKE COUNTY,"19,803","18,251","1,552",7.8,76.65,-1.26,18300.0,0.337,0.3,10.0,0.2513506815365551
NC,HYDE COUNTY,"2,141","1,948",193,9.0,78.7,1.48,35853.245749613605,0.3810850077279752,0.4,10.0,0.2513506815365551
NC,IREDELL COUNTY,"82,099","77,644","4,455",5.4,76.965,1.32,28900.0,0.425,0.4,5.0,0.2513506815365551
NC,JACKSON COUNTY,"18,445","17,335","1,110",6.0,78.3,2.62,29900.0,0.414,0.4,5.0,0.2513506815365551
NC,JOHNSTON COUNTY,"88,074","83,524","4,550",5.2,77.163,-1.16,29500.0,0.426,0.4,5.0,0.2513506815365551
NC,JONES COUNTY,"4,543","4,284",259,5.7,77.1,-1.59,25700.0,0.321,0.3,5.0,0.2513506815365551
NC,LEE COUNTY,"26,059","24,201","1,858",7.1,75.946,-0.68,27800.0,0.409,0.4,5.0,0.2513506815365551
NC,LENOIR COUNTY,"27,710","25,973","1,737",6.3,74.286,-1.71,25200.0,0.56,0.6,5.0,0.2513506815365551
NC,LINCOLN COUNTY,"40,572","38,396","2,176",5.4,77.272,1.49,32100.0,0.37,0.4,5.0,0.2513506815365551
NC,MACON COUNTY,"15,104","14,183",921,6.1,78.044,3.33,34600.0,0.529,0.5,5.0,0.2513506815365551
NC,MADISON COUNTY,"9,459","8,928",531,5.6,78.667,1.92,30100.0,0.33,0.3,5.0,0.2513506815365551
NC,MARTIN COUNTY,"9,705","8,968",737,7.6,77.08,-2.93,24600.0,0.426,0.4,10.0,0.2513506815365551
NC,MECKLENBURG COUNTY,"564,683","534,833","29,850",5.3,78.516,0.82,29700.0,0.55,0.6,5.0,0.2513506815365551
NC,MITCHELL COUNTY,"6,303","5,877",426,6.8,77.433,1.55,31100.0,0.303,0.3,5.0,0.2513506815365551
NC,MONTGOMERY COUNTY,"11,613","10,960",653,5.6,76.1,1.37,22700.0,0.376,0.4,5.0,0.2513506815365551
NC,MOORE COUNTY,"38,251","36,059","2,192",5.7,80.769,0.12,26600.0,0.541,0.5,5.0,0.2513506815365551
NC,NASH COUNTY,"43,809","40,658","3,151",7.2,76.372,-1.39,27900.0,0.517,0.5,5.0,0.2513506815365551
NC,NEW HANOVER COUNTY,"113,266","107,283","5,983",5.3,77.838,1.25,27900.0,0.517,0.5,5.0,0.2513506815365551
NC,NORTHAMPTON COUNTY,"7,856","7,271",585,7.4,76.96,-0.65,22200.0,0.364,0.4,5.0,0.2513506815365551
NC,ONSLOW COUNTY,"63,680","59,974","3,706",5.8,77.008,0.74,29200.0,0.328,0.3,5.0,0.2513506815365551
NC,ORANGE COUNTY,"73,308","69,954","3,354",4.6,79.85,-1.39,34500.0,0.468,0.5,5.0,0.2513506815365551
NC,PAMLICO COUNTY,"5,330","5,016",314,5.9,79.575,1.0,27600.0,0.398,0.4,5.0,0.2513506815365551
NC,PASQUOTANK COUNTY,"17,430","16,181","1,249",7.2,76.189,0.43,26300.0,0.453,0.5,5.0,0.2513506815365551
NC,PENDER COUNTY,"25,989","24,423","1,566",6.0,77.238,0.52,23400.0,0.412,0.4,5.0,0.2513506815365551
NC,PERQUIMANS COUNTY,"5,150","4,787",363,7.0,77.0,0.5,27200.0,0.409,0.4,5.0,0.2513506815365551
NC,PERSON COUNTY,"17,864","16,665","1,199",6.7,76.4,1.33,28900.0,0.407,0.4,5.0,0.2513506815365551
NC,PITT COUNTY,"87,592","82,352","5,240",6.0,77.714,-1.74,25500.0,0.582,0.6,5.0,0.2513506815365551
NC,POLK COUNTY,"8,653","8,217",436,5.0,79.486,1.84,27800.0,0.421,0.4,5.0,0.2513506815365551
NC,RANDOLPH COUNTY,"66,574","62,820","3,754",5.6,76.464,-0.01,30600.0,0.386,0.4,5.0,0.2513506815365551
NC,RICHMOND COUNTY,"16,905","15,582","1,323",7.8,74.389,0.89,20400.0,0.456,0.5,10.0,0.2513506815365551
NC,ROBESON COUNTY,"50,978","46,709","4,269",8.4,74.333,-1.52,18300.0,0.474,0.5,10.0,0.2513506815365551
NC,ROCKINGHAM COUNTY,"41,074","38,388","2,686",6.5,75.805,0.1,27500.0,0.402,0.4,5.0,0.2513506815365551
NC,ROWAN COUNTY,"63,026","59,235","3,791",6.0,74.976,-0.1,27200.0,0.404,0.4,5.0,0.2513506815365551
NC,RUTHERFORD COUNTY,"25,016","23,097","1,919",7.7,75.317,0.45,26500.0,0.39,0.4,10.0,0.2513506815365551
NC,SAMPSON COUNTY,"29,511","27,786","1,725",5.8,75.6,-1.63,25100.0,0.478,0.5,5.0,0.2513506815365551
NC,SCOTLAND COUNTY,"11,841","10,600","1,241",10.5,75.586,-0.69,19900.0,0.457,0.5,10.0,0.2513506815365551
NC,STANLY COUNTY,"28,767","27,255","1,512",5.3,76.754,0.68,33100.0,0.418,0.4,5.0,0.2513506815365551
NC,STOKES COUNTY,"21,782","20,614","1,168",5.4,77.233,0.02,32000.0,0.308,0.3,5.0,0.2513506815365551
NC,SURRY COUNTY,"33,295","31,513","1,782",5.4,76.59,1.24,32100.0,0.42,0.4,5.0,0.2513506815365551
NC,SWAIN COUNTY,"6,767","6,254",513,7.6,75.525,2.97,26100.0,0.345,0.3,10.0,0.2513506815365551
NC,TRANSYLVANIA COUNTY,"13,533","12,806",727,5.4,79.886,2.4,30000.0,0.399,0.4,5.0,0.2513506815365551
NC,TYRRELL COUNTY,"1,545","1,400",145,9.4,80.2,0.67,35853.245749613605,0.3810850077279752,0.4,10.0,0.2513506815365551
NC,UNION COUNTY,"112,222","106,848","5,374",4.8,78.347,-0.34,31600.0,0.412,0.4,5.0,0.2513506815365551
NC,VANCE COUNTY,"18,022","16,496","1,526",8.5,74.21,0.05,20100.0,0.523,0.5,10.0,0.2513506815365551
NC,WAKE COUNTY,"539,009","513,915","25,094",4.7,80.251,0.23,37700.0,0.458,0.5,5.0,0.2513506815365551
NC,WARREN COUNTY,"7,202","6,612",590,8.2,76.12,-0.25,21600.0,0.352,0.4,10.0,0.2513506815365551
NC,WASHINGTON COUNTY,"4,960","4,534",426,8.6,77.267,0.31,24700.0,0.473,0.5,10.0,0.2513506815365551
NC,WATAUGA COUNTY,"27,365","26,056","1,309",4.8,80.25,1.82,34200.0,0.476,0.5,5.0,0.2513506815365551
NC,WAYNE COUNTY,"53,672","50,458","3,214",6.0,75.538,-1.41,27400.0,0.456,0.5,5.0,0.2513506815365551
NC,WILKES COUNTY,"29,597","27,937","1,660",5.6,76.477,1.88,30100.0,0.437,0.4,5.0,0.2513506815365551
NC,WILSON COUNTY,"36,697","33,251","3,446",9.4,77.283,-1.23,24400.0,0.515,0.5,10.0,0.2513506815365551
NC,YADKIN COUNTY,"17,471","16,608",863,4.9,76.186,0.2,35100.0,0.33,0.3,5.0,0.2513506815365551
NC,YANCEY COUNTY,"7,408","6,976",432,5.8,76.68,1.37,30200.0,0.319,0.3,5.0,0.2513506815365551
ND,ADAMS COUNTY,"1,100","1,068",32,2.9,79.3,-1.82,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,BARNES COUNTY,"5,600","5,420",180,3.2,78.95,-2.83,56900.0,0.29,0.3,5.0,0.2513506815365551
ND,BENSON COUNTY,"2,460","2,347",113,4.6,73.35,-3.08,26900.0,0.297,0.3,5.0,0.2513506815365551
ND,BILLINGS COUNTY,464,450,14,3.0,79.6,-0.76,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,BOTTINEAU COUNTY,"3,216","3,075",141,4.4,81.333,-3.44,58400.0,0.264,0.3,5.0,0.2513506815365551
ND,BOWMAN COUNTY,"1,847","1,813",34,1.8,79.0,-1.01,35853.245749613605,0.3810850077279752,0.4,0.0,0.2513506815365551
ND,BURKE COUNTY,"1,172","1,133",39,3.3,78.0,-2.07,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,BURLEIGH COUNTY,"48,573","47,414","1,159",2.4,81.011,-2.01,52800.0,0.357,0.4,0.0,0.2513506815365551
ND,CASS COUNTY,"94,623","92,497","2,126",2.2,79.69,-4.84,50000.0,0.368,0.4,0.0,0.2513506815365551
ND,CAVALIER COUNTY,"2,045","1,988",57,2.8,81.25,-3.52,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,DICKEY COUNTY,"2,532","2,485",47,1.9,80.933,-2.96,35853.245749613605,0.3810850077279752,0.4,0.0,0.2513506815365551
ND,DIVIDE COUNTY,"1,801","1,768",33,1.8,85.1,-2.06,35853.245749613605,0.3810850077279752,0.4,0.0,0.2513506815365551
ND,DUNN COUNTY,"3,987","3,908",79,2.0,84.8,0.2,35853.245749613605,0.3810850077279752,0.4,0.0,0.2513506815365551
ND,EDDY COUNTY,"1,260","1,200",60,4.8,72.2,-2.47,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,EMMONS COUNTY,"1,539","1,463",76,4.9,79.6,-1.81,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,FOSTER COUNTY,"1,617","1,570",47,2.9,80.4,-2.53,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,GRAND FORKS COUNTY,"37,216","36,307",909,2.4,79.06,-5.01,44800.0,0.332,0.3,0.0,0.2513506815365551
ND,GRANT COUNTY,"1,309","1,268",41,3.1,79.3,-1.79,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,GRIGGS COUNTY,"1,146","1,119",27,2.4,80.0,-3.18,35853.245749613605,0.3810850077279752,0.4,0.0,0.2513506815365551
ND,HETTINGER COUNTY,"1,543","1,504",39,2.5,77.0,-1.81,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,KIDDER COUNTY,"1,332","1,283",49,3.7,84.6,-1.4,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,LOGAN COUNTY,941,914,27,2.9,79.3,-2.59,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,MCHENRY COUNTY,"3,254","3,117",137,4.2,79.2,-3.3,58400.0,0.275,0.3,5.0,0.2513506815365551
ND,MCINTOSH COUNTY,"1,234","1,195",39,3.2,80.3,-2.21,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,MCKENZIE COUNTY,"9,132","8,905",227,2.5,81.5,-0.05,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,MCLEAN COUNTY,"4,884","4,701",183,3.7,79.35,-1.41,55400.0,0.243,0.2,5.0,0.2513506815365551
ND,MERCER COUNTY,"4,275","4,095",180,4.2,82.533,-1.6,64700.0,0.169,0.2,5.0,0.2513506815365551
ND,MORTON COUNTY,"16,137","15,639",498,3.1,80.8,-1.3,53400.0,0.307,0.3,5.0,0.2513506815365551
ND,MOUNTRAIL COUNTY,"8,079","7,920",159,2.0,74.1,-1.35,50000.0,0.32,0.3,0.0,0.2513506815365551
ND,NELSON COUNTY,"1,505","1,449",56,3.7,77.6,-3.72,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,OLIVER COUNTY,876,824,52,5.9,84.3,-2.18,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,PEMBINA COUNTY,"3,580","3,389",191,5.3,81.18,-5.18,51000.0,0.418,0.4,5.0,0.2513506815365551
ND,PIERCE COUNTY,"1,824","1,747",77,4.2,78.05,-2.72,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,RAMSEY COUNTY,"5,645","5,453",192,3.4,78.167,-3.1,48300.0,0.314,0.3,5.0,0.2513506815365551
ND,RANSOM COUNTY,"2,754","2,686",68,2.5,77.8,-4.21,58100.0,0.275,0.3,5.0,0.2513506815365551
ND,RENVILLE COUNTY,"1,327","1,283",44,3.3,78.1,-2.7,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,RICHLAND COUNTY,"8,531","8,298",233,2.7,81.083,-3.81,57600.0,0.276,0.3,5.0,0.2513506815365551
ND,ROLETTE COUNTY,"4,850","4,349",501,10.3,74.9,-2.21,23400.0,0.406,0.4,10.0,0.2513506815365551
ND,SARGENT COUNTY,"2,238","2,197",41,1.8,81.7,-3.61,35853.245749613605,0.3810850077279752,0.4,0.0,0.2513506815365551
ND,SHERIDAN COUNTY,720,684,36,5.0,77.6,-1.89,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,SIOUX COUNTY,"1,283","1,227",56,4.4,71.45,-0.96,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,STARK COUNTY,"20,128","19,583",545,2.7,80.725,-1.74,66000.0,0.312,0.3,5.0,0.2513506815365551
ND,STEELE COUNTY,"1,055","1,031",24,2.3,84.5,-3.56,35853.245749613605,0.3810850077279752,0.4,0.0,0.2513506815365551
ND,STUTSMAN COUNTY,"10,624","10,350",274,2.6,78.617,-1.79,50900.0,0.352,0.4,5.0,0.2513506815365551
ND,TOWNER COUNTY,"1,232","1,199",33,2.7,79.4,-3.99,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,TRAILL COUNTY,"4,415","4,290",125,2.8,78.125,-5.12,59300.0,0.205,0.2,5.0,0.2513506815365551
ND,WALSH COUNTY,"5,534","5,302",232,4.2,78.233,-3.95,52900.0,0.304,0.3,5.0,0.2513506815365551
ND,WARD COUNTY,"34,012","32,926","1,086",3.2,78.991,-2.01,50800.0,0.328,0.3,5.0,0.2513506815365551
ND,WELLS COUNTY,"2,155","2,069",86,4.0,78.75,-2.27,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
ND,WILLIAMS COUNTY,"28,478","27,801",677,2.4,78.314,-2.01,64200.0,0.325,0.3,0.0,0.2513506815365551
OH,ADAMS COUNTY,"10,722","9,870",852,7.9,74.02,-1.84,29700.0,0.327,0.3,10.0,0.2513506815365551
OH,ALLEN COUNTY,"47,999","45,647","2,352",4.9,76.883,-2.37,35400.0,0.393,0.4,5.0,0.2513506815365551
OH,ASHLAND COUNTY,"26,064","24,739","1,325",5.1,77.918,-2.84,39500.0,0.267,0.3,5.0,0.2513506815365551
OH,ASHTABULA COUNTY,"44,504","41,816","2,688",6.0,75.796,-0.92,31700.0,0.33,0.3,5.0,0.2513506815365551
OH,ATHENS COUNTY,"28,006","26,244","1,762",6.3,76.858,-0.01,28900.0,0.413,0.4,5.0,0.2513506815365551
OH,AUGLAIZE COUNTY,"24,530","23,619",911,3.7,78.445,-3.25,44400.0,0.276,0.3,5.0,0.2513506815365551
OH,BELMONT COUNTY,"31,259","29,255","2,004",6.4,75.65,0.13,39500.0,0.325,0.3,5.0,0.2513506815365551
OH,BROWN COUNTY,"19,554","18,323","1,231",6.3,75.078,-0.08,32200.0,0.312,0.3,5.0,0.2513506815365551
OH,BUTLER COUNTY,"188,071","179,345","8,726",4.6,76.19,-1.65,37600.0,0.37,0.4,5.0,0.2513506815365551
OH,CARROLL COUNTY,"13,394","12,587",807,6.0,77.471,0.01,35800.0,0.277,0.3,5.0,0.2513506815365551
OH,CHAMPAIGN COUNTY,"19,939","19,057",882,4.4,76.978,-2.35,35400.0,0.325,0.3,5.0,0.2513506815365551
OH,CLARK COUNTY,"64,293","61,045","3,248",5.1,74.315,-2.03,30800.0,0.374,0.4,5.0,0.2513506815365551
OH,CLERMONT COUNTY,"103,007","98,315","4,692",4.6,77.624,-0.06,38100.0,0.358,0.4,5.0,0.2513506815365551
OH,CLINTON COUNTY,"16,744","15,693","1,051",6.3,75.233,-2.07,33000.0,0.322,0.3,5.0,0.2513506815365551
OH,COLUMBIANA COUNTY,"49,555","46,616","2,939",5.9,76.175,-0.25,35500.0,0.348,0.3,5.0,0.2513506815365551
OH,COSHOCTON COUNTY,"15,907","14,883","1,024",6.4,77.03,-0.64,32300.0,0.304,0.3,5.0,0.2513506815365551
OH,CRAWFORD COUNTY,"19,142","18,018","1,124",5.9,76.1,-3.71,34100.0,0.296,0.3,5.0,0.2513506815365551
OH,CUYAHOGA COUNTY,"609,062","577,370","31,692",5.2,76.251,-0.63,30400.0,0.532,0.5,5.0,0.2513506815365551
OH,DARKE COUNTY,"26,302","25,168","1,134",4.3,78.608,-3.31,42300.0,0.305,0.3,5.0,0.2513506815365551
OH,DEFIANCE COUNTY,"18,736","17,806",930,5.0,77.767,-2.6,38500.0,0.291,0.3,5.0,0.2513506815365551
OH,DELAWARE COUNTY,"102,670","99,005","3,665",3.6,79.835,-1.6,42700.0,0.362,0.4,5.0,0.2513506815365551
OH,ERIE COUNTY,"37,487","35,388","2,099",5.6,76.589,-0.91,36300.0,0.36,0.4,5.0,0.2513506815365551
OH,FAIRFIELD COUNTY,"75,125","71,819","3,306",4.4,78.368,-0.17,40400.0,0.329,0.3,5.0,0.2513506815365551
OH,FAYETTE COUNTY,"14,069","13,367",702,5.0,74.986,-3.2,31200.0,0.348,0.3,5.0,0.2513506815365551
OH,FRANKLIN COUNTY,"657,983","630,764","27,219",4.1,76.247,-2.43,31500.0,0.499,0.5,5.0,0.2513506815365551
OH,FULTON COUNTY,"22,512","21,402","1,110",4.9,78.722,-3.29,41700.0,0.249,0.2,5.0,0.2513506815365551
OH,GALLIA COUNTY,"12,247","11,444",803,6.6,73.929,-1.02,30300.0,0.381,0.4,5.0,0.2513506815365551
OH,GEAUGA COUNTY,"48,701","46,652","2,049",4.2,80.5,-2.45,42600.0,0.366,0.4,5.0,0.2513506815365551
OH,GREENE COUNTY,"80,645","77,086","3,559",4.4,78.3,-1.97,34500.0,0.339,0.3,5.0,0.2513506815365551
OH,GUERNSEY COUNTY,"19,270","18,061","1,209",6.3,76.29,0.55,33600.0,0.352,0.4,5.0,0.2513506815365551
OH,HAMILTON COUNTY,"402,777","384,465","18,312",4.5,76.136,-1.39,32900.0,0.531,0.5,5.0,0.2513506815365551
OH,HANCOCK COUNTY,"40,887","39,373","1,514",3.7,78.6,-2.63,40000.0,0.32,0.3,5.0,0.2513506815365551
OH,HARDIN COUNTY,"14,544","13,835",709,4.9,77.6,-3.57,35600.0,0.321,0.3,5.0,0.2513506815365551
OH,HARRISON COUNTY,"7,208","6,750",458,6.4,77.36,-0.01,36000.0,0.29,0.3,5.0,0.2513506815365551
OH,HENRY COUNTY,"13,595","12,826",769,5.7,80.3,-2.68,47500.0,0.267,0.3,5.0,0.2513506815365551
OH,HIGHLAND COUNTY,"16,995","15,902","1,093",6.4,75.167,-1.49,28000.0,0.307,0.3,5.0,0.2513506815365551
OH,HOCKING COUNTY,"13,057","12,319",738,5.7,77.243,-0.68,31900.0,0.316,0.3,5.0,0.2513506815365551
OH,HOLMES COUNTY,"20,691","19,975",716,3.5,83.0,-0.95,36900.0,0.435,0.4,5.0,0.2513506815365551
OH,HURON COUNTY,"27,713","25,869","1,844",6.7,77.131,-3.09,38000.0,0.307,0.3,5.0,0.2513506815365551
OH,JACKSON COUNTY,"13,095","12,100",995,7.6,73.486,-1.28,28300.0,0.454,0.5,10.0,0.2513506815365551
OH,JEFFERSON COUNTY,"29,492","27,280","2,212",7.5,74.174,-0.77,35600.0,0.338,0.3,10.0,0.2513506815365551
OH,KNOX COUNTY,"31,331","29,862","1,469",4.7,77.175,-2.89,37700.0,0.316,0.3,5.0,0.2513506815365551
OH,LAKE COUNTY,"123,551","117,946","5,605",4.5,78.007,-0.42,41200.0,0.319,0.3,5.0,0.2513506815365551
OH,LAWRENCE COUNTY,"24,984","23,503","1,481",5.9,74.225,-1.08,28700.0,0.399,0.4,5.0,0.2513506815365551
OH,LICKING COUNTY,"87,222","83,310","3,912",4.5,77.029,-0.55,34100.0,0.379,0.4,5.0,0.2513506815365551
OH,LOGAN COUNTY,"23,172","22,186",986,4.3,76.918,-1.38,36500.0,0.317,0.3,5.0,0.2513506815365551
OH,LORAIN COUNTY,"149,895","141,498","8,397",5.6,76.867,-0.33,33400.0,0.344,0.3,5.0,0.2513506815365551
OH,LUCAS COUNTY,"209,455","198,218","11,237",5.4,75.124,-0.87,30200.0,0.465,0.5,5.0,0.2513506815365551
OH,MADISON COUNTY,"20,563","19,725",838,4.1,76.591,-3.07,35700.0,0.349,0.3,5.0,0.2513506815365551
OH,MAHONING COUNTY,"107,305","100,697","6,608",6.2,75.209,-1.72,34200.0,0.44,0.4,5.0,0.8913636363636364
OH,MARION COUNTY,"27,866","26,425","1,441",5.2,75.029,-3.93,33900.0,0.357,0.4,5.0,0.8913636363636364
OH,MEDINA COUNTY,"94,525","90,591","3,934",4.2,79.489,-3.16,42900.0,0.298,0.3,5.0,0.8913636363636364
OH,MEIGS COUNTY,"9,127","8,368",759,8.3,76.75,-3.23,33900.0,0.351,0.4,10.0,0.8913636363636364
OH,MERCER COUNTY,"23,077","22,312",765,3.3,78.933,-1.88,50200.0,0.274,0.3,5.0,0.8913636363636364
OH,MIAMI COUNTY,"52,568","50,231","2,337",4.4,77.671,-2.33,40100.0,0.349,0.3,5.0,0.8913636363636364
OH,MONROE COUNTY,"5,563","5,004",559,10.0,77.675,-0.21,43100.0,0.257,0.3,10.0,0.8913636363636364
OH,MONTGOMERY COUNTY,"249,904","237,254","12,650",5.1,75.349,-2.23,31000.0,0.432,0.4,5.0,0.8913636363636364
OH,MORGAN COUNTY,"6,728","6,232",496,7.4,76.575,0.28,32300.0,0.285,0.3,5.0,0.8913636363636364
OH,MORROW COUNTY,"16,741","15,888",853,5.1,77.067,-2.67,34200.0,0.262,0.3,5.0,0.8913636363636364
OH,MUSKINGUM COUNTY,"38,940","36,495","2,445",6.3,76.079,0.42,33000.0,0.387,0.4,5.0,0.8913636363636364
OH,NOBLE COUNTY,"4,991","4,624",367,7.4,78.5,0.63,42700.0,0.218,0.2,5.0,0.8913636363636364
OH,OTTAWA COUNTY,"21,101","19,691","1,410",6.7,78.6,-1.41,41400.0,0.277,0.3,5.0,0.8913636363636364
OH,PAULDING COUNTY,"8,934","8,501",433,4.8,77.64,-2.67,40200.0,0.357,0.4,5.0,0.8913636363636364
OH,PERRY COUNTY,"15,880","14,832","1,048",6.6,77.2,0.2,32600.0,0.298,0.3,5.0,0.8913636363636364
OH,PICKAWAY COUNTY,"25,828","24,585","1,243",4.8,75.6,-2.21,34000.0,0.314,0.3,5.0,0.8913636363636364
OH,PIKE COUNTY,"10,511","9,734",777,7.4,73.65,-0.79,28500.0,0.36,0.4,5.0,0.8913636363636364
OH,PORTAGE COUNTY,"87,111","82,825","4,286",4.9,77.67,-2.17,35800.0,0.347,0.3,5.0,0.8913636363636364
OH,PREBLE COUNTY,"21,054","20,028","1,026",4.9,76.533,-1.97,36200.0,0.269,0.3,5.0,0.8913636363636364
OH,PUTNAM COUNTY,"18,724","17,990",734,3.9,80.571,-3.7,50400.0,0.26,0.3,5.0,0.8913636363636364
OH,RICHLAND COUNTY,"53,744","50,713","3,031",5.6,75.372,-2.88,33700.0,0.371,0.4,5.0,0.8913636363636364
OH,ROSS COUNTY,"33,827","31,996","1,831",5.4,74.756,-1.1,31800.0,0.366,0.4,5.0,0.8913636363636364
OH,SANDUSKY COUNTY,"31,461","29,929","1,532",4.9,77.573,-2.54,37700.0,0.282,0.3,5.0,-0.0999999999999999
OH,SCIOTO COUNTY,"29,682","27,386","2,296",7.7,73.57,-0.97,28200.0,0.422,0.4,10.0,-0.0999999999999999
OH,SENECA COUNTY,"27,233","25,903","1,330",4.9,78.371,-3.37,39900.0,0.277,0.3,5.0,-0.0999999999999999
OH,SHELBY COUNTY,"24,157","23,107","1,050",4.3,78.75,-2.44,40600.0,0.351,0.4,5.0,-0.0999999999999999
OH,STARK COUNTY,"187,170","177,206","9,964",5.3,76.914,-2.5,35400.0,0.388,0.4,5.0,0.6819095477386934
OH,SUMMIT COUNTY,"272,635","258,933","13,702",5.0,76.436,-2.4,34100.0,0.456,0.5,5.0,0.6819095477386934
OH,TRUMBULL COUNTY,"91,723","85,743","5,980",6.5,75.658,-2.12,33500.0,0.355,0.4,5.0,0.6819095477386934
OH,TUSCARAWAS COUNTY,"45,594","43,118","2,476",5.4,78.314,-0.33,38100.0,0.38,0.4,5.0,0.6819095477386934
OH,UNION COUNTY,"27,111","26,059","1,052",3.9,78.278,-3.5,38400.0,0.261,0.3,5.0,0.6819095477386934
OH,VAN WERT COUNTY,"14,373","13,769",604,4.2,77.111,-3.6,40500.0,0.251,0.3,5.0,0.6819095477386934
OH,VINTON COUNTY,"5,479","5,116",363,6.6,75.167,-0.64,26700.0,0.33,0.3,5.0,0.6819095477386934
OH,WARREN COUNTY,"112,777","108,041","4,736",4.2,78.984,-1.09,41800.0,0.334,0.3,5.0,0.6819095477386934
OH,WASHINGTON COUNTY,"28,152","26,442","1,710",6.1,76.725,0.21,35800.0,0.352,0.4,5.0,0.6819095477386934
OH,WAYNE COUNTY,"60,189","57,793","2,396",4.0,78.561,-3.22,38500.0,0.364,0.4,5.0,0.6819095477386934
OH,WILLIAMS COUNTY,"19,074","18,222",852,4.5,79.356,-2.97,39300.0,0.316,0.3,5.0,0.6819095477386934
OH,WOOD COUNTY,"69,812","66,796","3,016",4.3,78.848,-2.8,41400.0,0.356,0.4,5.0,0.6819095477386934
OH,WYANDOT COUNTY,"12,387","11,929",458,3.7,80.733,-3.19,41400.0,0.269,0.3,5.0,0.6819095477386934
OK,ADAIR COUNTY,"8,156","7,673",483,5.9,75.34,1.0,26000.0,0.315,0.3,5.0,0.6819095477386934
OK,ALFALFA COUNTY,"3,162","3,071",91,2.9,78.767,-0.17,35853.245749613605,0.3810850077279752,0.4,5.0,0.6819095477386934
OK,ATOKA COUNTY,"4,856","4,548",308,6.3,77.05,3.2,32000.0,0.358,0.4,5.0,0.6819095477386934
OK,BEAVER COUNTY,"3,023","2,943",80,2.6,78.3,0.7,53300.0,0.287,0.3,5.0,0.6819095477386934
OK,BECKHAM COUNTY,"12,201","11,594",607,5.0,74.9,-0.4,46900.0,0.389,0.4,5.0,0.6819095477386934
OK,BLAINE COUNTY,"4,484","4,316",168,3.7,74.92,-0.2,40000.0,0.308,0.3,5.0,0.6819095477386934
OK,BRYAN COUNTY,"18,326","17,510",816,4.5,76.918,2.03,29300.0,0.407,0.4,5.0,0.6819095477386934
OK,CADDO COUNTY,"11,826","11,231",595,5.0,79.712,0.95,32800.0,0.397,0.4,5.0,0.6819095477386934
OK,CANADIAN COUNTY,"68,258","65,855","2,403",3.5,77.23,-0.1,42900.0,0.313,0.3,5.0,0.6819095477386934
OK,CARTER COUNTY,"22,540","21,541",999,4.4,74.282,1.18,35300.0,0.447,0.4,5.0,0.6819095477386934
OK,CHEROKEE COUNTY,"19,249","18,279",970,5.0,74.767,2.39,28600.0,0.382,0.4,5.0,0.6819095477386934
OK,CHOCTAW COUNTY,"5,906","5,464",442,7.5,73.88,0.29,28000.0,0.358,0.4,10.0,0.6819095477386934
OK,CIMARRON COUNTY,"1,375","1,345",30,2.2,82.45,1.56,35853.245749613605,0.3810850077279752,0.4,0.0,0.6819095477386934
OK,CLEVELAND COUNTY,"138,083","133,326","4,757",3.4,76.629,1.06,37500.0,0.409,0.4,5.0,0.6819095477386934
OK,COAL COUNTY,"2,316","2,144",172,7.4,75.0,0.88,35853.245749613605,0.3810850077279752,0.4,5.0,0.6819095477386934
OK,COMANCHE COUNTY,"49,607","47,502","2,105",4.2,74.764,2.29,31500.0,0.386,0.4,5.0,0.6819095477386934
