State,County,Labor Force,Employed,Unemployed,Unemployment Rate,Life Expectancy,Natural_Amenity,Median Child Income,Gini,Gini_bin,Employ_bin,Avg Natural_Amenity
NE,PAWNEE COUNTY,"1,678","1,635",43,2.6,80.1,-2.5,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
NE,PERKINS COUNTY,"1,842","1,808",34,1.8,82.9,-2.24,35853.245749613605,0.3810850077279752,0.4,0.0,0.2513506815365551
NE,PHELPS COUNTY,"5,013","4,893",120,2.4,80.067,-2.21,45700.0,0.344,0.3,0.0,0.2513506815365551
NE,PIERCE COUNTY,"4,183","4,077",106,2.5,80.25,-2.58,55000.0,0.239,0.2,5.0,0.2513506815365551
NE,PLATTE COUNTY,"17,209","16,698",511,3.0,81.186,-0.6,51200.0,0.278,0.3,5.0,0.2513506815365551
NE,POLK COUNTY,"2,921","2,847",74,2.5,79.85,-3.13,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
NE,RED WILLOW COUNTY,"6,126","5,965",161,2.6,79.5,-1.76,44900.0,0.309,0.3,5.0,0.2513506815365551
NE,RICHARDSON COUNTY,"4,317","4,179",138,3.2,79.567,-1.91,46500.0,0.308,0.3,5.0,0.2513506815365551
NE,ROCK COUNTY,862,839,23,2.7,77.0,-1.06,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
NE,SALINE COUNTY,"7,308","7,094",214,2.9,77.425,-3.04,51400.0,0.211,0.2,5.0,0.2513506815365551
NE,SARPY COUNTY,"91,004","88,454","2,550",2.8,80.189,-2.03,43700.0,0.248,0.2,5.0,0.2513506815365551
NE,SAUNDERS COUNTY,"10,970","10,634",336,3.1,79.9,-2.6,48100.0,0.273,0.3,5.0,0.2513506815365551
NE,SEWARD COUNTY,"8,731","8,478",253,2.9,79.075,-3.21,54300.0,0.247,0.2,5.0,0.2513506815365551
NE,SHERIDAN COUNTY,"2,741","2,667",74,2.7,80.1,2.0,42400.0,0.356,0.4,5.0,0.2513506815365551
NE,SHERMAN COUNTY,"1,715","1,665",50,2.9,77.3,0.26,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
NE,SIOUX COUNTY,791,771,20,2.5,86.6,-0.67,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
NE,STANTON COUNTY,"3,518","3,429",89,2.5,79.15,-0.61,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
NE,THAYER COUNTY,"2,978","2,908",70,2.4,78.85,-3.12,56000.0,0.498,0.5,0.0,0.2513506815365551
NE,THURSTON COUNTY,"2,982","2,824",158,5.3,81.7,-1.96,24400.0,0.406,0.4,5.0,0.2513506815365551
NE,VALLEY COUNTY,"2,071","2,013",58,2.8,79.7,-0.06,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
NE,WASHINGTON COUNTY,"10,980","10,651",329,3.0,81.3,-2.35,51300.0,0.29,0.3,5.0,0.2513506815365551
NE,WAYNE COUNTY,"5,563","5,421",142,2.6,81.65,-4.02,52500.0,0.295,0.3,5.0,0.2513506815365551
NE,WEBSTER COUNTY,"1,732","1,671",61,3.5,77.35,-1.88,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
NE,WHEELER COUNTY,564,551,13,2.3,77.6,-2.04,35853.245749613605,0.3810850077279752,0.4,0.0,0.2513506815365551
NE,YORK COUNTY,"7,368","7,155",213,2.9,79.5,-4.05,52700.0,0.301,0.3,5.0,0.2513506815365551
NV,CHURCHILL COUNTY,"10,276","9,545",731,7.1,78.067,5.42,37000.0,0.337,0.3,5.0,0.2513506815365551
NV,CLARK COUNTY,"1,027,290","956,238","71,052",6.9,77.289,4.86,30700.0,0.518,0.5,5.0,0.2513506815365551
NV,DOUGLAS COUNTY,"22,244","20,730","1,514",6.8,79.767,7.61,36500.0,0.448,0.4,5.0,0.2513506815365551
NV,ELKO COUNTY,"26,478","25,097","1,381",5.2,78.114,2.05,42100.0,0.304,0.3,5.0,0.2513506815365551
NV,EUREKA COUNTY,986,928,58,5.9,81.4,1.92,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
NV,HUMBOLDT COUNTY,"8,191","7,694",497,6.1,77.9,3.87,44400.0,0.285,0.3,5.0,0.2513506815365551
NV,LANDER COUNTY,"3,193","2,975",218,6.8,79.8,3.67,42100.0,0.228,0.2,5.0,0.2513506815365551
NV,LINCOLN COUNTY,"1,920","1,802",118,6.1,78.85,3.86,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
NV,LYON COUNTY,"21,287","19,251","2,036",9.6,78.038,5.7,30500.0,0.366,0.4,10.0,0.2513506815365551
NV,MINERAL COUNTY,"1,613","1,448",165,10.2,80.3,5.71,35853.245749613605,0.3810850077279752,0.4,10.0,0.2513506815365551
NV,NYE COUNTY,"15,802","14,399","1,403",8.9,75.0,4.97,32300.0,0.347,0.3,10.0,0.2513506815365551
NV,PERSHING COUNTY,"2,429","2,259",170,7.0,79.6,4.23,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
NV,STOREY COUNTY,"1,853","1,714",139,7.5,80.6,5.11,35853.245749613605,0.3810850077279752,0.4,10.0,0.2513506815365551
NV,WASHOE COUNTY,"223,392","209,279","14,113",6.3,78.195,6.77,34700.0,0.476,0.5,5.0,0.2513506815365551
NV,WHITE PINE COUNTY,"4,685","4,429",256,5.5,78.867,3.04,42000.0,0.404,0.4,5.0,0.2513506815365551
NH,BELKNAP COUNTY,"31,645","30,579","1,066",3.4,80.214,0.8,36400.0,0.405,0.4,5.0,0.2513506815365551
NH,CARROLL COUNTY,"23,831","22,995",836,3.5,82.527,0.93,34400.0,0.44,0.4,5.0,0.2513506815365551
NH,CHESHIRE COUNTY,"41,608","40,278","1,330",3.2,80.42,0.26,36800.0,0.491,0.5,5.0,0.2513506815365551
NH,COOS COUNTY,"14,843","14,189",654,4.4,78.8,-0.09,37800.0,0.333,0.3,5.0,0.2513506815365551
NH,GRAFTON COUNTY,"48,727","47,374","1,353",2.8,81.679,0.32,36000.0,0.447,0.4,5.0,0.2513506815365551
NH,HILLSBOROUGH COUNTY,"230,122","221,818","8,304",3.6,79.06,0.07,42900.0,0.384,0.4,5.0,0.2513506815365551
NH,MERRIMACK COUNTY,"81,430","78,897","2,533",3.1,79.503,0.02,39000.0,0.361,0.4,5.0,0.2513506815365551
NH,ROCKINGHAM COUNTY,"179,043","172,541","6,502",3.6,80.587,0.34,43100.0,0.342,0.3,5.0,0.2513506815365551
NH,STRAFFORD COUNTY,"71,357","69,107","2,250",3.2,79.514,-0.1,37700.0,0.353,0.4,5.0,0.2513506815365551
NH,SULLIVAN COUNTY,"23,713","23,056",657,2.8,80.0,-0.17,34300.0,0.338,0.3,5.0,0.2513506815365551
NJ,ATLANTIC COUNTY,"126,278","114,318","11,960",9.5,77.55,-0.04,30500.0,0.476,0.5,10.0,0.2513506815365551
NJ,BERGEN COUNTY,"479,904","457,628","22,276",4.6,82.349,1.2,55700.0,0.441,0.4,5.0,0.2513506815365551
NJ,BURLINGTON COUNTY,"229,716","217,549","12,167",5.3,78.789,-1.3,44100.0,0.362,0.4,5.0,0.2513506815365551
NJ,CAMDEN COUNTY,"252,159","236,023","16,136",6.4,77.806,-1.15,36700.0,0.464,0.5,5.0,0.2513506815365551
NJ,CAPE MAY COUNTY,"48,022","42,747","5,275",11.0,78.34,0.07,37200.0,0.557,0.6,10.0,0.2513506815365551
NJ,CUMBERLAND COUNTY,"67,397","61,516","5,881",8.7,76.329,0.38,31400.0,0.43,0.4,10.0,0.2513506815365551
NJ,ESSEX COUNTY,"371,971","346,576","25,395",6.8,78.113,-0.02,30500.0,0.688,0.7,5.0,0.2513506815365551
NJ,GLOUCESTER COUNTY,"148,033","139,153","8,880",6.0,77.635,-0.61,42900.0,0.329,0.3,5.0,0.2513506815365551
NJ,HUDSON COUNTY,"359,246","340,154","19,092",5.3,79.794,0.49,31900.0,0.475,0.5,5.0,0.2513506815365551
NJ,HUNTERDON COUNTY,"65,014","62,290","2,724",4.2,82.604,0.83,57100.0,0.301,0.3,5.0,0.2513506815365551
NJ,MERCER COUNTY,"197,692","187,968","9,724",4.9,78.86,-0.8,39800.0,0.504,0.5,5.0,0.2513506815365551
NJ,MIDDLESEX COUNTY,"436,039","413,881","22,158",5.1,80.702,-0.57,47300.0,0.379,0.4,5.0,0.2513506815365551
NJ,MONMOUTH COUNTY,"326,471","309,787","16,684",5.1,79.846,0.64,50200.0,0.408,0.4,5.0,0.2513506815365551
NJ,MORRIS COUNTY,"259,970","248,747","11,223",4.3,82.03,1.3,57800.0,0.347,0.3,5.0,0.2513506815365551
NJ,OCEAN COUNTY,"265,617","249,404","16,213",6.1,78.417,0.66,42600.0,0.337,0.3,5.0,0.2513506815365551
NJ,PASSAIC COUNTY,"246,668","229,425","17,243",7.0,79.268,1.3,35900.0,0.507,0.5,5.0,0.2513506815365551
NJ,SALEM COUNTY,"30,799","28,563","2,236",7.3,76.975,-0.2,40800.0,0.332,0.3,5.0,0.2513506815365551
NJ,SOMERSET COUNTY,"172,941","165,150","7,791",4.5,81.791,-1.44,55300.0,0.376,0.4,5.0,0.2513506815365551
NJ,SUSSEX COUNTY,"76,021","71,927","4,094",5.4,79.692,1.3,50600.0,0.305,0.3,5.0,0.2513506815365551
NJ,UNION COUNTY,"277,954","261,374","16,580",6.0,80.154,0.14,42200.0,0.521,0.5,5.0,0.2513506815365551
NJ,WARREN COUNTY,"56,694","53,695","2,999",5.3,79.95,0.95,47600.0,0.333,0.3,5.0,0.2513506815365551
NM,BERNALILLO COUNTY,"324,436","305,108","19,328",6.0,78.537,3.77,31700.0,0.475,0.5,5.0,0.2513506815365551
NM,CATRON COUNTY,"1,200","1,099",101,8.4,78.7,6.24,35853.245749613605,0.3810850077279752,0.4,10.0,0.2513506815365551
NM,CHAVES COUNTY,"27,901","26,121","1,780",6.4,77.169,3.87,29700.0,0.473,0.5,5.0,0.2513506815365551
NM,CIBOLA COUNTY,"9,334","8,578",756,8.1,76.971,3.04,22900.0,0.394,0.4,10.0,0.2513506815365551
NM,COLFAX COUNTY,"6,078","5,709",369,6.1,81.533,3.7,30200.0,0.395,0.4,5.0,0.2513506815365551
NM,CURRY COUNTY,"22,043","20,954","1,089",4.9,76.645,0.94,32200.0,0.475,0.5,5.0,0.2513506815365551
NM,DE BACA COUNTY,856,812,44,5.1,76.5,3.43,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
NM,DONA ANA COUNTY,"94,974","87,947","7,027",7.4,79.482,4.77,27400.0,0.503,0.5,5.0,0.2513506815365551
NM,EDDY COUNTY,"30,009","28,513","1,496",5.0,75.75,4.97,39700.0,0.421,0.4,5.0,0.2513506815365551
NM,GRANT COUNTY,"12,555","11,733",822,6.5,80.25,6.45,33200.0,0.348,0.3,5.0,0.2513506815365551
NM,GUADALUPE COUNTY,"1,645","1,527",118,7.2,84.0,2.66,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
NM,HIDALGO COUNTY,"2,150","2,015",135,6.3,79.75,3.37,29800.0,0.35,0.3,5.0,0.2513506815365551
NM,LEA COUNTY,"30,113","28,224","1,889",6.3,76.944,1.79,40200.0,0.42,0.4,5.0,0.2513506815365551
NM,LINCOLN COUNTY,"8,751","8,240",511,5.8,81.675,4.26,30100.0,0.527,0.5,5.0,0.2513506815365551
NM,LOS ALAMOS COUNTY,"8,558","8,208",350,4.1,83.167,3.04,49300.0,0.161,0.2,5.0,0.2513506815365551
NM,LUNA COUNTY,"11,130","9,184","1,946",17.5,76.767,2.87,26100.0,0.39,0.4,20.0,0.2513506815365551
NM,MCKINLEY COUNTY,"24,475","22,055","2,420",9.9,76.075,3.39,17300.0,0.467,0.5,10.0,0.2513506815365551
NM,MORA COUNTY,"2,286","2,062",224,9.8,77.7,5.22,35853.245749613605,0.3810850077279752,0.4,10.0,0.2513506815365551
NM,OTERO COUNTY,"25,168","23,594","1,574",6.3,77.431,4.0,28600.0,0.333,0.3,5.0,0.2513506815365551
NM,QUAY COUNTY,"3,293","3,056",237,7.2,75.9,1.66,29800.0,0.445,0.4,5.0,0.2513506815365551
NM,RIO ARRIBA COUNTY,"16,709","15,354","1,355",8.1,79.25,5.23,26600.0,0.43,0.4,10.0,0.2513506815365551
NM,ROOSEVELT COUNTY,"8,095","7,652",443,5.5,78.3,1.44,29700.0,0.341,0.3,5.0,0.2513506815365551
NM,SAN JUAN COUNTY,"56,002","52,098","3,904",7.0,78.391,2.83,29600.0,0.44,0.4,5.0,0.2513506815365551
NM,SAN MIGUEL COUNTY,"11,166","10,299",867,7.8,77.771,3.73,26800.0,0.372,0.4,10.0,0.2513506815365551
NM,SANDOVAL COUNTY,"62,492","58,296","4,196",6.7,79.308,3.66,29500.0,0.391,0.4,5.0,0.2513506815365551
NM,SANTA FE COUNTY,"73,665","69,678","3,987",5.4,80.491,3.02,30900.0,0.477,0.5,5.0,0.2513506815365551
NM,SIERRA COUNTY,"4,058","3,685",373,9.2,75.525,6.72,25500.0,0.347,0.3,10.0,0.2513506815365551
NM,SOCORRO COUNTY,"6,583","6,080",503,7.6,77.35,3.13,25900.0,0.433,0.4,10.0,0.2513506815365551
NM,TAOS COUNTY,"15,020","13,628","1,392",9.3,81.417,4.16,25600.0,0.473,0.5,10.0,0.2513506815365551
NM,TORRANCE COUNTY,"5,503","5,000",503,9.1,81.325,4.02,28500.0,0.341,0.3,10.0,0.2513506815365551
NM,UNION COUNTY,"1,905","1,821",84,4.4,78.5,0.99,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
NM,VALENCIA COUNTY,"29,860","27,613","2,247",7.5,77.618,3.04,28400.0,0.393,0.4,10.0,0.2513506815365551
NY,ALBANY COUNTY,"158,197","151,269","6,928",4.4,79.482,0.3,40700.0,0.434,0.4,5.0,0.2513506815365551
NY,ALLEGANY COUNTY,"20,309","18,979","1,330",6.5,81.267,-0.9,35900.0,0.349,0.3,5.0,0.2513506815365551
NY,BRONX COUNTY,"602,931","556,946","45,985",7.6,78.238,1.04,23700.0,0.452,0.5,10.0,0.2513506815365551
NY,BROOME COUNTY,"86,642","81,430","5,212",6.0,79.322,-0.84,37700.0,0.406,0.4,5.0,0.2513506815365551
NY,CATTARAUGUS COUNTY,"35,157","32,929","2,228",6.3,79.4,-0.32,37000.0,0.36,0.4,5.0,0.2513506815365551
NY,CAYUGA COUNTY,"37,005","35,015","1,990",5.4,80.926,-1.44,36000.0,0.336,0.3,5.0,0.2513506815365551
NY,CHAUTAUQUA COUNTY,"57,502","54,012","3,490",6.1,78.853,-0.26,35200.0,0.37,0.4,5.0,0.2513506815365551
NY,CHEMUNG COUNTY,"37,406","35,195","2,211",5.9,77.567,-1.13,36200.0,0.411,0.4,5.0,0.2513506815365551
NY,CHENANGO COUNTY,"23,047","21,780","1,267",5.5,80.567,-1.41,34300.0,0.335,0.3,5.0,0.2513506815365551
NY,CLINTON COUNTY,"35,861","33,758","2,103",5.9,79.638,-0.34,37200.0,0.359,0.4,5.0,0.2513506815365551
NY,COLUMBIA COUNTY,"31,352","30,094","1,258",4.0,81.765,-0.33,37000.0,0.424,0.4,5.0,0.2513506815365551
NY,CORTLAND COUNTY,"23,233","21,855","1,378",5.9,80.245,-1.55,36100.0,0.363,0.4,5.0,0.2513506815365551
NY,DELAWARE COUNTY,"19,467","18,290","1,177",6.0,81.438,0.35,36500.0,0.38,0.4,5.0,0.2513506815365551
NY,DUTCHESS COUNTY,"142,997","136,526","6,471",4.5,80.557,-0.07,42500.0,0.357,0.4,5.0,0.2513506815365551
NY,ERIE COUNTY,"447,913","423,855","24,058",5.4,77.667,-0.7,40000.0,0.413,0.4,5.0,0.2513506815365551
NY,ESSEX COUNTY,"17,283","16,235","1,048",6.1,81.038,-0.26,36700.0,0.331,0.3,5.0,0.2513506815365551
NY,FRANKLIN COUNTY,"19,940","18,632","1,308",6.6,79.286,-0.63,33800.0,0.361,0.4,5.0,0.2513506815365551
NY,FULTON COUNTY,"23,409","21,892","1,517",6.5,79.527,-0.24,32800.0,0.395,0.4,5.0,0.2513506815365551
NY,GENESEE COUNTY,"30,049","28,549","1,500",5.0,79.814,-2.94,39700.0,0.31,0.3,5.0,0.2513506815365551
NY,GREENE COUNTY,"20,686","19,511","1,175",5.7,80.393,0.31,37900.0,0.362,0.4,5.0,0.2513506815365551
NY,HAMILTON COUNTY,"2,430","2,265",165,6.8,79.25,0.24,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
NY,HERKIMER COUNTY,"28,373","26,590","1,783",6.3,79.584,-1.59,36500.0,0.359,0.4,5.0,0.2513506815365551
NY,JEFFERSON COUNTY,"46,451","43,366","3,085",6.6,80.059,-1.27,35500.0,0.351,0.4,5.0,0.2513506815365551
NY,KINGS COUNTY,"1,209,375","1,139,369","70,006",5.8,80.061,-0.17,26900.0,0.618,0.6,5.0,0.2513506815365551
NY,LEWIS COUNTY,"11,749","10,930",819,7.0,84.743,-2.79,41700.0,0.291,0.3,5.0,0.2513506815365551
NY,LIVINGSTON COUNTY,"31,195","29,543","1,652",5.3,81.162,-0.91,39000.0,0.306,0.3,5.0,0.2513506815365551
NY,MADISON COUNTY,"32,835","30,957","1,878",5.7,81.9,-0.94,38100.0,0.379,0.4,5.0,0.2513506815365551
NY,MONROE COUNTY,"364,827","346,195","18,632",5.1,79.301,-0.75,37800.0,0.419,0.4,5.0,0.2513506815365551
NY,MONTGOMERY COUNTY,"22,235","20,765","1,470",6.6,79.327,-2.63,34500.0,0.355,0.4,5.0,0.2513506815365551
NY,NASSAU COUNTY,"696,394","666,770","29,624",4.3,82.366,0.76,56100.0,0.433,0.4,5.0,0.2513506815365551
NY,NEW YORK COUNTY,"906,077","862,865","43,212",4.8,81.935,-0.31,27000.0,1.097,1.1,5.0,0.2513506815365551
NY,NIAGARA COUNTY,"100,970","94,705","6,265",6.2,77.136,-0.52,37500.0,0.338,0.3,5.0,0.2513506815365551
NY,ONEIDA COUNTY,"101,948","96,471","5,477",5.4,78.758,-1.65,37600.0,0.392,0.4,5.0,0.2513506815365551
NY,ONONDAGA COUNTY,"222,097","211,070","11,027",5.0,79.402,-2.26,37700.0,0.432,0.4,5.0,0.2513506815365551
NY,ONTARIO COUNTY,"54,971","52,355","2,616",4.8,80.244,-0.67,39100.0,0.341,0.3,5.0,0.2513506815365551
NY,ORANGE COUNTY,"177,655","169,318","8,337",4.7,80.219,0.09,39600.0,0.373,0.4,5.0,0.2513506815365551
NY,ORLEANS COUNTY,"17,846","16,702","1,144",6.4,78.26,-0.58,35800.0,0.363,0.4,5.0,0.2513506815365551
NY,OSWEGO COUNTY,"53,940","50,041","3,899",7.2,79.657,-0.23,36400.0,0.339,0.3,5.0,0.2513506815365551
NY,OTSEGO COUNTY,"28,657","27,100","1,557",5.4,81.073,-0.77,37200.0,0.402,0.4,5.0,0.2513506815365551
NY,PUTNAM COUNTY,"50,525","48,354","2,171",4.3,81.853,0.37,54700.0,0.297,0.3,5.0,0.2513506815365551
NY,QUEENS COUNTY,"1,152,142","1,095,485","56,657",4.9,81.484,0.01,35900.0,0.474,0.5,5.0,0.2513506815365551
NY,RENSSELAER COUNTY,"81,439","77,625","3,814",4.7,79.051,-0.49,39600.0,0.36,0.4,5.0,0.2513506815365551
NY,RICHMOND COUNTY,"218,528","206,018","12,510",5.7,79.589,0.23,48900.0,0.393,0.4,5.0,0.2513506815365551
NY,ROCKLAND COUNTY,"151,923","144,999","6,924",4.6,82.312,0.77,47800.0,0.423,0.4,5.0,0.2513506815365551
NY,SARATOGA COUNTY,"116,670","111,795","4,875",4.2,81.692,0.11,44700.0,0.371,0.4,5.0,0.2513506815365551
NY,SCHENECTADY COUNTY,"75,620","72,028","3,592",4.8,78.842,-2.06,40400.0,0.407,0.4,5.0,0.2513506815365551
NY,SCHOHARIE COUNTY,"14,650","13,793",857,5.8,81.914,-0.3,36900.0,0.331,0.3,5.0,0.2513506815365551
NY,SCHUYLER COUNTY,"8,339","7,784",555,6.7,81.14,-0.03,32000.0,0.299,0.3,5.0,0.2513506815365551
NY,SENECA COUNTY,"15,699","14,883",816,5.2,80.65,-1.08,38400.0,0.322,0.3,5.0,0.2513506815365551
NY,ST. LAWRENCE COUNTY,"43,825","40,602","3,223",7.4,81.08,-2.11,37200.0,0.371,0.4,5.0,0.2513506815365551
NY,STEUBEN COUNTY,"43,642","40,872","2,770",6.3,79.786,-0.76,38200.0,0.455,0.5,5.0,0.2513506815365551
NY,SUFFOLK COUNTY,"774,850","738,096","36,754",4.7,80.68,1.52,46700.0,0.409,0.4,5.0,0.2513506815365551
NY,SULLIVAN COUNTY,"33,658","31,826","1,832",5.4,79.996,0.14,32900.0,0.416,0.4,5.0,0.2513506815365551
NY,TIOGA COUNTY,"23,346","22,042","1,304",5.6,80.55,-1.05,36000.0,0.349,0.3,5.0,0.2513506815365551
NY,TOMPKINS COUNTY,"50,336","48,107","2,229",4.4,81.312,-0.28,38000.0,0.394,0.4,5.0,0.2513506815365551
NY,ULSTER COUNTY,"88,193","83,923","4,270",4.8,80.217,0.7,35300.0,0.408,0.4,5.0,0.2513506815365551
NY,WARREN COUNTY,"32,202","30,407","1,795",5.6,79.661,0.0,36200.0,0.43,0.4,5.0,0.2513506815365551
NY,WASHINGTON COUNTY,"28,605","27,159","1,446",5.1,81.435,-0.64,34600.0,0.308,0.3,5.0,0.2513506815365551
NY,WAYNE COUNTY,"44,217","41,844","2,373",5.4,80.114,-0.51,36700.0,0.32,0.3,5.0,0.2513506815365551
NY,WESTCHESTER COUNTY,"477,632","455,780","21,852",4.6,82.369,0.8,47400.0,0.553,0.6,5.0,0.2513506815365551
NY,WYOMING COUNTY,"18,350","17,307","1,043",5.7,79.373,-2.69,42800.0,0.326,0.3,5.0,0.2513506815365551
NY,YATES COUNTY,"11,722","11,134",588,5.0,80.58,-0.03,37200.0,0.31,0.3,5.0,0.2513506815365551
NC,ALAMANCE COUNTY,"77,206","73,126","4,080",5.3,77.94,-0.96,29300.0,0.464,0.5,5.0,0.2513506815365551
NC,ALEXANDER COUNTY,"17,523","16,671",852,4.9,77.171,1.17,29400.0,0.314,0.3,5.0,0.2513506815365551
NC,ALLEGHANY COUNTY,"4,462","4,191",271,6.1,79.033,1.47,33600.0,0.365,0.4,5.0,0.2513506815365551
NC,ANSON COUNTY,"10,817","10,119",698,6.5,75.717,0.06,21300.0,0.414,0.4,5.0,0.2513506815365551
NC,ASHE COUNTY,"12,297","11,566",731,5.9,77.483,2.28,25400.0,0.465,0.5,5.0,0.2513506815365551
NC,AVERY COUNTY,"7,524","7,082",442,5.9,79.16,1.95,29200.0,0.421,0.4,5.0,0.2513506815365551
NC,BEAUFORT COUNTY,"20,094","18,786","1,308",6.5,75.491,0.02,26000.0,0.512,0.5,5.0,0.2513506815365551
NC,BERTIE COUNTY,"8,592","7,979",613,7.1,77.0,-0.3,21600.0,0.417,0.4,5.0,0.2513506815365551
NC,BLADEN COUNTY,"14,721","13,563","1,158",7.9,76.85,-0.31,22800.0,0.429,0.4,10.0,0.2513506815365551
NC,BRUNSWICK COUNTY,"48,478","44,982","3,496",7.2,77.121,1.12,23100.0,0.431,0.4,5.0,0.2513506815365551
NC,BUNCOMBE COUNTY,"130,295","124,676","5,619",4.3,77.932,2.18,29400.0,0.472,0.5,5.0,0.2513506815365551
NC,BURKE COUNTY,"39,285","37,103","2,182",5.6,76.747,1.82,27400.0,0.377,0.4,5.0,0.2513506815365551
NC,CABARRUS COUNTY,"97,511","92,526","4,985",5.1,77.303,-1.08,30400.0,0.403,0.4,5.0,0.2513506815365551
NC,CALDWELL COUNTY,"35,421","33,234","2,187",6.2,75.856,1.51,25000.0,0.395,0.4,5.0,0.2513506815365551
NC,CAMDEN COUNTY,"4,608","4,347",261,5.7,81.05,0.42,29300.0,0.335,0.3,5.0,0.2513506815365551
NC,CARTERET COUNTY,"31,300","29,472","1,828",5.8,78.072,1.22,30200.0,0.402,0.4,5.0,0.2513506815365551
NC,CASWELL COUNTY,"9,613","9,014",599,6.2,75.717,0.45,26900.0,0.332,0.3,5.0,0.2513506815365551
NC,CATAWBA COUNTY,"75,074","70,986","4,088",5.4,75.943,1.32,30600.0,0.458,0.5,5.0,0.2513506815365551
NC,CHATHAM COUNTY,"33,354","31,789","1,565",4.7,82.092,0.41,29000.0,0.354,0.4,5.0,0.2513506815365551
NC,CHEROKEE COUNTY,"11,108","10,400",708,6.4,76.171,3.0,29000.0,1.009,1.0,5.0,0.2513506815365551
NC,CHOWAN COUNTY,"5,634","5,236",398,7.1,77.3,0.51,26200.0,0.46,0.5,5.0,0.2513506815365551
NC,CLAY COUNTY,"4,038","3,795",243,6.0,78.2,3.05,31800.0,0.461,0.5,5.0,0.2513506815365551
NC,CLEVELAND COUNTY,"46,037","43,129","2,908",6.3,74.562,0.76,26300.0,0.414,0.4,5.0,0.2513506815365551
NC,COLUMBUS COUNTY,"22,581","20,901","1,680",7.4,74.169,-0.39,21700.0,0.498,0.5,5.0,0.2513506815365551
NC,CRAVEN COUNTY,"41,295","38,826","2,469",6.0,76.605,0.19,27000.0,0.431,0.4,5.0,0.2513506815365551
NC,CUMBERLAND COUNTY,"126,103","117,001","9,102",7.2,75.096,-0.71,25000.0,0.426,0.4,5.0,0.2513506815365551
NC,CURRITUCK COUNTY,"12,833","12,099",734,5.7,76.1,0.88,28200.0,0.37,0.4,5.0,0.2513506815365551
NC,DARE COUNTY,"20,275","18,781","1,494",7.4,78.756,1.63,29000.0,0.437,0.4,5.0,0.2513506815365551
NC,DAVIDSON COUNTY,"78,652","74,333","4,319",5.5,75.947,-0.09,27900.0,0.417,0.4,5.0,0.2513506815365551
NC,DAVIE COUNTY,"19,828","18,843",985,5.0,77.571,-0.46,36400.0,0.407,0.4,5.0,0.2513506815365551
NC,DUPLIN COUNTY,"26,459","24,962","1,497",5.7,79.5,-1.51,26900.0,0.403,0.4,5.0,0.2513506815365551
NC,DURHAM COUNTY,"156,464","148,713","7,751",5.0,78.529,-0.26,26000.0,0.513,0.5,5.0,0.2513506815365551
NC,EDGECOMBE COUNTY,"22,786","20,629","2,157",9.5,76.307,-2.13,19800.0,0.439,0.4,10.0,0.2513506815365551
NC,FORSYTH COUNTY,"179,552","169,780","9,772",5.4,77.145,-1.06,30800.0,0.489,0.5,5.0,0.2513506815365551
NC,FRANKLIN COUNTY,"28,684","27,006","1,678",5.8,77.058,-1.43,23400.0,0.391,0.4,5.0,0.2513506815365551
NC,GASTON COUNTY,"102,672","96,576","6,096",5.9,75.002,0.42,26600.0,0.429,0.4,5.0,0.2513506815365551
NC,GATES COUNTY,"5,139","4,860",279,5.4,77.567,-1.0,27800.0,0.363,0.4,5.0,0.2513506815365551
NC,GRAHAM COUNTY,"3,181","2,804",377,11.9,75.233,3.14,30000.0,0.344,0.3,10.0,0.2513506815365551
NC,GRANVILLE COUNTY,"28,505","27,113","1,392",4.9,77.827,-0.94,28200.0,0.357,0.4,5.0,0.2513506815365551
NC,GREENE COUNTY,"9,469","8,952",517,5.5,77.075,-2.33,25000.0,0.375,0.4,5.0,0.2513506815365551
NC,GUILFORD COUNTY,"256,007","241,158","14,849",5.8,78.177,-0.85,29600.0,0.574,0.6,5.0,0.2513506815365551
NC,HALIFAX COUNTY,"20,744","18,936","1,808",8.7,75.418,-1.3,21100.0,0.487,0.5,10.0,0.2513506815365551
NC,HARNETT COUNTY,"50,188","46,864","3,324",6.6,76.74,-0.52,27500.0,0.427,0.4,5.0,0.2513506815365551
NC,HAYWOOD COUNTY,"27,623","26,189","1,434",5.2,77.107,2.23,30800.0,0.427,0.4,5.0,0.2513506815365551
