Dates,auto_BTCUSDT,auto_ETHUSDT,auto_SP500,auto_NSDQ,auto_GOLD,auto_TNX,macd_BTCUSDT,macd_ETHUSDT,macd_SP500,macd_NSDQ,macd_GOLD,macd_TNX,boll_BTCUSDT,boll_ETHUSDT,ETHUSDT,BTCUSDT,SP500,TNX,NSDQ,GOLD
296.0,0.96585816,0.88573337,0.9953924,0.9950501,0.99250746,0.98290944,0.39297688,0.838442,0.93405455,0.9587015,0.9897094,0.8651239,0.6280559,0.31369498,0.2820149753432926,0.4929847141733271,1.0036204367345956,0.7860331349203142,1.0444476081786291,0.9356017517466825
297.0,0.96423054,0.88427776,0.99170923,0.9906675,0.99308753,0.9867459,0.3894822,0.838442,0.93405455,0.9587015,0.9924472,0.8651239,0.6280559,0.30925778,0.2780258770781037,0.4886006793975854,0.9862304404313769,0.8011049675052339,1.0228788852171453,0.938189880345629
298.0,0.963717,0.8839449,0.99170923,0.9906675,0.99308753,0.9867459,0.38837954,0.838442,0.93405455,0.9587015,0.9924472,0.8651239,0.6280559,0.3082431,0.2771136736366682,0.4872174010373386,0.9862304404313769,0.8011049675052339,1.0228788852171453,0.938189880345629
299.0,0.9640351,0.88478446,0.99170923,0.9906675,0.99308753,0.9867459,0.38906252,0.838442,0.93405455,0.9587015,0.9924472,0.8651239,0.6280559,0.31080246,0.27941456191632275,0.4880742034352056,0.9862304404313769,0.8011049675052339,1.0228788852171453,0.938189880345629
300.0,0.96259236,0.8842827,0.9903391,0.987277,0.99172276,0.98608536,0.38596496,0.838442,0.93405455,0.9587015,0.98600537,0.8651239,0.6280559,0.30927292,0.2780394843032037,0.4841883163627156,0.9797611636547529,0.7985098233618216,1.0061924870232892,0.9321002097226959
301.0,0.9627582,0.8847944,0.9935901,0.9905063,0.99139863,0.9845821,0.38632104,0.838442,0.93405455,0.9587015,0.98447543,0.8651239,0.6280559,0.31083274,0.27944179714091216,0.4846350144128211,0.9951108663092809,0.7926044489318741,1.022085373297289,0.9306538943655494
302.0,0.9591727,0.88094133,0.995932,0.99479103,0.98959893,0.9813744,0.3794012,0.838442,0.93405455,0.9587015,0.97618157,0.8651239,0.6280559,0.29964125,0.2693805318044269,0.4752412835803657,1.0059091446705761,0.7803101684309229,1.0426722236891077,0.9228134991911227
303.0,0.9581005,0.8804095,0.99823517,0.9985979,0.99373996,0.9823457,0.3794012,0.838442,0.93405455,0.9587015,0.99526554,0.8651239,0.6280559,0.29809657,0.26799182619181844,0.4724321980595361,1.0165293761894316,0.7840330388310729,1.0609627884233253,0.9408541112431622
304.0,0.95962787,0.88162434,0.9968426,0.9963086,0.9928489,0.9778903,0.3794012,0.838442,0.93405455,0.9587015,0.99115884,0.8651239,0.6280559,0.30162513,0.27116405468882954,0.4764336921021178,1.010108278924597,0.7669570697071614,1.049963655384052,0.9369719648052423
305.0,0.9606585,0.88241166,0.9968426,0.9963086,0.9928489,0.9778903,0.3794012,0.838442,0.93405455,0.9587015,0.99115884,0.8651239,0.6280559,0.3039119,0.2732198674959581,0.4791339068070185,1.010108278924597,0.7669570697071614,1.049963655384052,0.9369719648052423
306.0,0.9601712,0.882615,0.9968426,0.9963086,0.9928489,0.9778903,0.3794012,0.838442,0.93405455,0.9587015,0.99115884,0.8651239,0.6280559,0.30450252,0.27375086089069944,0.477857241740765,1.010108278924597,0.7669570697071614,1.049963655384052,0.9369719648052423
307.0,0.9596876,0.8828757,0.9968426,0.9963086,0.9928489,0.9778903,0.3794012,0.838442,0.93405455,0.9587015,0.99115884,0.8651239,0.6280559,0.30525973,0.27443159608470896,0.47659026217184824,1.010108278924597,0.7669570697071614,1.049963655384052,0.9369719648052423
308.0,0.9619043,0.8867236,0.99806947,0.9954728,0.99265665,0.97870296,0.3794012,0.838442,0.93405455,0.9587015,0.9902731,0.8651239,0.6280559,0.31643605,0.28447923342170484,0.48239788299788133,1.0157652056622155,0.7700718156884934,1.0459475944853744,0.9361346536787888
309.0,0.96130216,0.8869473,0.99947995,0.99690455,0.99158365,0.97786987,0.3794012,0.838442,0.93405455,0.9587015,0.98544174,0.8651239,0.6280559,0.31643605,0.2850374412666461,0.48086244037684306,1.0221231805215667,0.7669570697071614,1.0526709477425678,0.931567400711589
310.0,0.96515125,0.89370143,1.0042892,1.0028248,0.99201286,0.9779337,0.3794012,0.838442,0.93405455,0.9587015,0.98737425,0.8651239,0.6280559,0.31643605,0.3018924513181267,0.49067749034344993,1.043801243937034,0.7671957500933344,1.0804706939609123,0.9333942275616693
311.0,0.9631358,0.8895605,1.0037081,1.001613,0.9914227,0.9766012,0.3794012,0.838442,0.93405455,0.9587015,0.984717,0.8651239,0.6280559,0.31643605,0.29155887528452606,0.48553805959872476,1.0411824338949023,0.762213949013638,1.0747805716895547,0.9308822941823092
312.0,0.9624269,0.889566,1.0015833,0.99784493,0.9884719,0.97947806,0.3794012,0.838442,0.93405455,0.9587015,0.9714307,0.8651239,0.6280559,0.31643605,0.29157250328401546,0.48373043993786424,1.0316045824149491,0.7729695527868599,1.0570865868750605,0.9183223485225096
313.0,0.96090186,0.8881366,1.0015833,0.99784493,0.9884719,0.97947806,0.3794012,0.838442,0.93405455,0.9587015,0.9714307,0.8651239,0.6280559,0.31643605,0.2880054367408207,0.47984156711055614,1.0316045824149491,0.7729695527868599,1.0570865868750605,0.9183223485225096
314.0,0.9607273,0.88861126,1.0015833,0.99784493,0.9884719,0.97947806,0.3794012,0.838442,0.93405455,0.9587015,0.9714307,0.8651239,0.6280559,0.31643605,0.2891899301049821,0.47939639834950387,1.0316045824149491,0.7729695527868599,1.0570865868750605,0.9183223485225096
315.0,0.9615031,0.8888895,0.99707454,0.99158305,0.9875599,0.97967273,0.3794012,0.838442,0.93405455,0.9587015,0.967324,0.8651239,0.6280559,0.31643605,0.28988427252409166,0.4813747522096588,1.0112804357311576,0.7736974214437394,1.0276827438021297,0.9144402020845896
316.0,0.96113557,0.888195,0.9967346,0.99158305,0.9871755,0.9824365,0.3794012,0.838442,0.93405455,0.9587015,0.965633,0.8651239,0.6280559,0.31643605,0.2882232769887572,0.4804619851147742,1.0097817993381295,0.7837837798128258,1.0276827438021297,0.9128415892092702
317.0,0.96200603,0.8873752,0.9950012,0.9895781,0.9887679,0.98415726,0.3794012,0.838442,0.93405455,0.9587015,0.97263855,0.8651239,0.6280559,0.31643605,0.2862627563061075,0.48262381724966685,1.0021403657549448,0.7900641079796238,1.018480388785301,0.9194641617643096
318.0,0.9402242,0.87117326,0.99740946,0.9933915,0.98966485,0.98429614,0.3794012,0.838442,0.93405455,0.9587015,0.9765842,0.8651239,0.6280559,0.31643605,0.24751532069674312,0.4285277293968171,1.0127567936281328,0.7905708538410646,1.0359830861474366,0.923194103605056
319.0,0.9397407,0.87199306,0.9979202,0.9930445,0.99112916,0.9873967,0.3794012,0.838442,0.93405455,0.9587015,0.983026,0.8651239,0.6280559,0.31643605,0.24947584137939288,0.4273271646667814,1.0150084613003505,0.8018867578006025,1.0343904177599494,0.9292837742279891
320.0,0.9351164,0.8669605,0.9979202,0.9930445,0.99112916,0.9873967,0.3794012,0.838442,0.93405455,0.9587015,0.983026,0.8651239,0.61923015,0.31643605,0.23744042736076837,0.41584245875889747,1.0150084613003505,0.8018867578006025,1.0343904177599494,0.9292837742279891
321.0,0.9379623,0.8693857,0.9979202,0.9930445,0.99112916,0.9873967,0.3794012,0.838442,0.93405455,0.9587015,0.983026,0.8651239,0.6297549,0.31643605,0.24324030450933884,0.42291032299968445,1.0150084613003505,0.8018867578006025,1.0343904177599494,0.9292837742279891
322.0,0.93556136,0.86560565,0.99408823,0.98622274,0.9915501,0.9886186,0.3794012,0.838442,0.93405455,0.9587015,0.984878,0.8651239,0.6208758,0.31643605,0.23420014196386785,0.4169475885696858,0.9981155652606883,0.8063460919961922,1.0030798325116335,0.9310344987794826
323.0,0.915851,0.85311186,0.98988694,0.982416,0.99078274,0.9892859,0.3794012,0.838442,0.93405455,0.9587015,0.9815766,0.8651239,0.55011106,0.31643605,0.20578624083932523,0.3694256958865984,0.9799985292570086,0.8087270188401029,0.9860023577485112,0.9279135611694294
324.0,0.90598416,0.84479064,0.99057853,0.9844339,0.9920555,0.9883233,0.3794012,0.838442,0.93405455,0.9587015,0.9870522,0.8651239,0.51468706,0.29105246,0.18686181075561606,0.34563680360819005,0.9829809497123628,0.8052923427012507,0.9950548883491028,0.9330898183673223
325.0,0.9060371,0.8454791,0.99057853,0.9844339,0.9920555,0.9883233,0.3794012,0.838442,0.93405455,0.9587015,0.9870522,0.8651239,0.5148769,0.29349115,0.1884274933920822,0.34576431718591005,0.9829809497123628,0.8052923427012507,0.9950548883491028,0.9330898183673223
326.0,0.89620215,0.83725965,0.98908436,0.9833755,0.9920555,0.9883233,0.3794012,0.838442,0.93405455,0.9587015,0.9870522,0.8651239,0.4795673,0.2643753,0.16973451078140955,0.32205221706495785,0.9765376645144673,0.8052923427012507,0.9903067086983387,0.9330898183673223
327.0,0.90006983,0.8388461,0.98908436,0.9833755,0.9920555,0.9883233,0.3794012,0.838442,0.93405455,0.9587015,0.9870522,0.8651239,0.49345326,0.2699949,0.173342409387099,0.3313773119482407,0.9765376645144673,0.8052923427012507,0.9903067086983387,0.9330898183673223
328.0,0.87919587,0.82668155,0.98908436,0.9833755,0.9920555,0.9883233,0.3794012,0.838442,0.93405455,0.9587015,0.9870522,0.8651239,0.41851106,0.22690429,0.1456773315180395,0.2810500659378463,0.9765376645144673,0.8052923427012507,0.9903067086983387,0.9330898183673223
329.0,0.890024,0.8331709,0.99260175,0.9879206,0.9910073,0.98751515,0.3794012,0.838442,0.93405455,0.9587015,0.9825428,0.8651239,0.45738634,0.2498916,0.16043566553831262,0.3071566503938174,0.9917056072438801,0.8024088573710954,1.0106966270900244,0.9288269745944695
330.0,0.87991107,0.82646716,0.9933684,0.98794824,0.9892856,0.9887946,0.3794012,0.838442,0.93405455,0.9587015,0.9752958,0.86993796,0.42246312,0.22773133,0.14620830413839134,0.28370405606053245,0.9949402456321922,0.8068739216590586,1.0108179500242889,0.9219760951436698
331.0,0.88414496,0.830406,0.99878544,0.9947426,0.9912369,0.9896302,0.3794012,0.838442,0.93405455,0.9587015,0.9835092,0.8730817,0.43708423,0.24075182,0.15456773148985278,0.2935228200148399,1.0177979825825632,0.8097897305872184,1.0406299426813594,0.9297404809405092
332.0,0.89146197,0.8326577,0.9982589,0.99414057,0.9917534,0.99031836,0.3794012,0.838442,0.93405455,0.9587015,0.98568326,0.87567073,0.46235222,0.24819513,0.15934649546021423,0.31049148364414436,1.0155760195717494,0.81219108006805,1.037988294322888,0.9317957076073493
333.0,0.8955901,0.8336841,1.0002254,0.99600947,0.9910073,0.99201775,0.3794012,0.838442,0.93405455,0.9587015,0.9825428,0.8820646,0.47660798,0.25158808,0.16152484600360578,0.32006490594034853,1.0238740348475526,0.8181214318237282,1.0461887769526286,0.9288269745944695
334.0,0.8871753,0.8302328,1.0002254,0.99600947,0.9910073,0.99201775,0.3794012,0.838442,0.93405455,0.9587015,0.9825428,0.8820646,0.447549,0.24017926,0.15420013905545332,0.30055039477140444,1.0238740348475526,0.8181214318237282,1.0461887769526286,0.9288269745944695
335.0,0.89262986,0.83336335,1.0002254,0.99600947,0.9910073,0.99201775,0.3794012,0.838442,0.93405455,0.9587015,0.9825428,0.8820646,0.4663853,0.2505278,0.16084411080959624,0.3131998909689728,1.0238740348475526,0.8181214318237282,1.0461887769526286,0.9288269745944695
336.0,0.88732356,0.8307075,1.0028803,0.9996189,0.9936282,0.99366325,0.3794012,0.838442,0.93405455,0.9587015,0.99357456,0.8882556,0.4480609,0.2417485,0.15520762423417292,0.3008941753093952,1.035076676968509,0.8238636455464767,1.0620259842924082,0.9392555912888422
337.0,0.88170046,0.82691497,0.9947776,0.9902193,0.9950351,0.9992711,0.3794012,0.838442,0.93405455,0.9587015,0.9993722,0.90891266,0.42937002,0.23002158,0.14767869465037867,0.2883423715530098,1.0015765205662215,0.8430232378753817,1.0216258652969787,0.9447362576810822
338.0,0.88237494,0.8262635,0.9947776,0.9902193,0.9950351,0.9992711,0.3794012,0.838442,0.93405455,0.9587015,0.9993722,0.90891266,0.431612,0.228007,0.1463852915494437,0.289847974831689,1.0015765205662215,0.8430232378753817,1.0216258652969787,0.9447362576810822
339.0,0.87852573,0.82254636,0.9944089,0.9912098,0.9944489,1.0033892,0.3794012,0.838442,0.93405455,0.9587015,0.99695647,0.9240823,0.41881755,0.21651335,0.13900612453930714,0.2812558827562537,1.0000518925944648,0.8570931858476122,1.0258830389771354,0.9424526311974822
340.0,0.86502755,0.8106819,0.9887681,0.9839376,0.9961489,1.0056778,0.3794012,0.838442,0.93405455,0.9587015,1.003962,0.9325125,0.37395042,0.17982696,0.11545269305889423,0.25112546571403127,0.9767305636876091,0.8649122642048622,0.99462673894754,0.9490752037525216
341.0,0.86777025,0.8174508,0.9887681,0.9839376,0.9961489,1.0056778,0.3794012,0.838442,0.93405455,0.9587015,1.003962,0.9325125,0.38306707,0.20075728,0.12889039914083772,0.25724773776275645,0.9767305636876091,0.8649122642048622,0.99462673894754,0.9490752037525216
342.0,0.8667333,0.8145773,0.9887681,0.9839376,0.9961489,1.0056778,0.3794012,0.838442,0.93405455,0.9587015,1.003962,0.9325125,0.37962028,0.19187197,0.12318584527833028,0.2549330495458339,0.9767305636876091,0.8649122642048622,0.99462673894754,0.9490752037525216
343.0,0.8712049,0.81620264,0.98918444,0.98564005,0.9955431,1.005146,0.3794012,0.838442,0.93405455,0.9587015,1.0014658,0.93055344,0.39448348,0.19689779,0.12641252345013082,0.2649143914911522,0.9784517133521909,0.8630952372206818,1.0019438150076818,0.9467153820493355
344.0,0.86627835,0.8136712,0.9890983,0.9860237,0.9951841,1.0030875,0.3794012,0.838442,0.93405455,0.9587015,1.0000165,0.9231193,0.37877637,0.18964534,0.12175629721603237,0.25436632051087577,0.9781030458326624,0.856200026064574,1.003557946613867,0.9453452619117753
345.0,0.8646964,0.81210935,0.99040776,0.988279,0.9956828,1.0007125,0.3794012,0.838442,0.93405455,0.9587015,1.0020295,0.9145425,0.37373275,0.18517087,0.11888359386633658,0.250979291168698,0.9834038788854014,0.8482449682075375,1.0130457345650712,0.9472482839814418
346.0,0.8660944,0.81323445,0.9903592,0.9873298,0.9953437,1.0002776,0.3794012,0.838442,0.93405455,0.9587015,1.0006605,0.91297174,0.37819004,0.18839417,0.12095302428575987,0.2539725831971477,0.9832072666295841,0.8467880554902145,1.0090525306005917,0.9459541732214688
347.0,0.8619672,0.8112433,0.9857233,0.98191315,0.9942067,1.0020264,0.3794012,0.838442,0.93405455,0.9587015,0.99607074,0.9192877,0.3650314,0.18268977,0.11729067600528102,0.24513591410813573,0.9644410750986366,0.8526461199267195,0.9862650034344634,0.9416153200710288
348.0,0.86088544,0.8102514,0.9857233,0.98191315,0.9942067,1.0020264,0.3794012,0.838442,0.93405455,0.9587015,0.99607074,0.9192877,0.36158237,0.17984815,0.11546630028399421,0.24281973301380416,0.9644410750986366,0.8526461199267195,0.9862650034344634,0.9416153200710288
349.0,0.86145556,0.81186503,0.9857233,0.98191315,0.9942067,1.0020264,0.3794012,0.838442,0.93405455,0.9587015,0.99607074,0.9192877,0.36340016,0.18447107,0.11843430614536356,0.24404046979468422,0.9644410750986366,0.8526461199267195,0.9862650034344634,0.9416153200710288
350.0,0.8602982,0.8104809,0.9807741,0.9765894,0.99628115,1.0050558,0.3794012,0.838442,0.93405455,0.9587015,1.0044452,0.9302277,0.3597102,0.18050556,0.11588836316757255,0.24156247535386838,0.9444062771745578,0.862793085042064,0.9638684831518263,0.9495319104650417
351.0,0.8711386,0.8182444,0.98079467,0.9776358,0.9966474,1.0080308,0.3794012,0.838442,0.93405455,0.9587015,1.0058945,0.94076484,0.39279118,0.20109658,0.12910823938877425,0.2637779294605957,0.9444878744304267,0.8725663452868447,0.9681756912184286,0.9509020306026019
352.0,0.8780734,0.82448876,0.9771248,0.97253627,0.9972376,1.0125245,0.3794012,0.838442,0.93405455,0.9587015,1.0082297,0.95668125,0.41395387,0.21765848,0.1397413197953008,0.27798968545509933,0.9299468087322286,0.8873289732717637,0.9471849420747448,0.9531095547876152
353.0,0.8773147,0.82239395,0.97342306,0.9687771,0.999578,1.0114591,0.3794012,0.838442,0.93405455,0.9587015,1.0174899,0.95290804,0.41585046,0.21615285,0.13617426363930077,0.27643487183938736,0.9152795887860556,0.8838292826232892,0.9317116338519836,0.9618634563080815
354.0,0.88871473,0.83298784,0.9686672,0.9620015,0.9975836,1.01117,0.3794012,0.838442,0.93405455,0.9587015,1.0095986,0.95188415,0.41585046,0.21615285,0.15421374628055332,0.2997972381185346,0.8964356036449068,0.8828796300064662,0.9038219929838968,0.954403665547588
355.0,0.8813614,0.82782286,0.9686672,0.9620015,0.9975836,1.01117,0.3794012,0.838442,0.93405455,0.9587015,1.0095986,0.95188415,0.41585046,0.21615285,0.14541864882041355,0.2847279150816375,0.8964356036449068,0.8828796300064662,0.9038219929838968,0.954403665547588
356.0,0.8872839,0.84442127,0.9686672,0.9620015,0.9975836,1.01117,0.3794012,0.838442,0.93405455,0.9587015,1.0095986,0.95188415,0.41585046,0.21615285,0.17368277698410378,0.29686509944639006,0.8964356036449068,0.8828796300064662,0.9038219929838968,0.954403665547588
357.0,0.8931075,0.86099565,0.96253324,0.957145,0.9975836,1.01117,0.3794012,0.838442,0.93405455,0.9587015,1.0095986,0.95188415,0.41585046,0.21615285,0.20190606269810457,0.3087994345417314,0.8721312134589647,0.8828796300064662,0.8838316528260265,0.954403665547588
358.0,0.8768644,0.8404142,0.96253324,0.957145,0.9975836,1.01117,0.3794012,0.838442,0.93405455,0.9587015,1.0095986,0.95188415,0.41585046,0.21615285,0.16829135549401167,0.276591478320762,0.8721312134589647,0.8828796300064662,0.8838316528260265,0.954403665547588
359.0,0.8801035,0.8473247,0.97369975,0.9699716,1.0007176,1.0106896,0.3794012,0.838442,0.93405455,0.9587015,1.0219991,0.95018256,0.41585046,0.21615285,0.1795779358699583,0.28301427387425937,0.9153834645379775,0.8813013568711815,0.9354150843640382,0.9661262071599347
360.0,0.876958,0.84160626,0.9757233,0.9708634,1.0023983,1.0160702,0.3794012,0.838442,0.93405455,0.9587015,1.0285217,0.96888834,0.41585046,0.21615285,0.1702382585643667,0.27677715949996906,0.9232216009399714,0.8986511215627343,0.9390016021456529,0.972292073002454
361.0,0.8715098,0.83181155,0.9754274,0.9710419,1.0029378,1.0167834,0.3794012,0.838442,0.93405455,0.9587015,1.0306152,0.9713672,0.41585046,0.21615285,0.15424098150514273,0.2659740431584305,0.9220753451491472,0.9009502843962386,0.9397194353138658,0.9742711973707074
362.0,0.8814393,0.8482584,0.9754274,0.9710419,1.0029378,1.0167834,0.3794012,0.838442,0.93405455,0.9587015,1.0306152,0.9713672,0.41585046,0.21615285,0.18110279683112449,0.2856630389260138,0.9220753451491472,0.9009502843962386,0.9397194353138658,0.9742711973707074
363.0,0.8769565,0.8472747,0.9754274,0.9710419,1.0029378,1.0167834,0.3794012,0.838442,0.93405455,0.9587015,1.0306152,0.9713672,0.41585046,0.21615285,0.17949625097057947,0.27677417374515095,0.9220753451491472,0.9009502843962386,0.9397194353138658,0.9742711973707074
364.0,0.8781987,0.8487418,0.97744906,0.9728432,1.0026058,1.0219846,0.3794012,0.838442,0.93405455,0.9587015,1.0293268,0.98944926,0.41585046,0.21615285,0.18189245214910227,0.2792372576176983,0.9299060553857902,0.9177215301462364,0.9469636897391389,0.9730532818303207
365.0,0.87619436,0.846755,0.97744906,0.9728432,1.0026058,1.0219846,0.3794012,0.838442,0.93405455,0.9587015,1.0293268,0.98944926,0.41585046,0.21615285,0.17878830132636997,0.275400562676419,0.9299060553857902,0.9177215301462364,0.9469636897391389,0.9730532818303207
366.0,0.87957776,0.8531598,0.97776,0.9739546,1.0031767,1.0247059,0.3794012,0.838442,0.93405455,0.9587015,1.0315009,0.9987451,0.41585046,0.21615285,0.1887950962136764,0.28187706540499835,0.9310856383577018,0.9263434826002807,0.9513393989225604,0.9751085084971608
367.0,0.8819872,0.86458385,0.9716838,0.96661645,1.0054603,1.0369554,0.3794012,0.85626924,0.93405455,0.9587015,1.0401975,1.0405875,0.41585046,0.21615285,0.20664397383158187,0.28648929195446127,0.908035002234189,0.9651526636187473,0.9224478856673852,0.9833296010065202
368.0,0.8795801,0.8637037,0.97990245,0.9765979,1.0035361,1.0249258,0.3794012,0.85057133,0.93405455,0.9587015,1.0328698,0.9994963,0.41585046,0.21615285,0.2052688962184628,0.28188154403722554,0.9392130329564162,0.9270402030627197,0.9617462725601599,0.9764025263361343
369.0,0.880942,0.8696205,0.97990245,0.9765979,1.0035361,1.0249258,0.3794012,0.8888772,0.93405455,0.9587015,1.0328698,0.9994963,0.41585046,0.21615285,0.21451327101238088,0.28448854493317044,0.9392130329564162,0.9270402030627197,0.9617462725601599,0.9764025263361343
370.0,0.8792337,0.8634859,0.97990245,0.9765979,1.0035361,1.0249258,0.3794012,0.84916097,0.93405455,0.9587015,1.0328698,0.9994963,0.41585046,0.21615285,0.20492852862145805,0.28121859723267134,0.9392130329564162,0.9270402030627197,0.9617462725601599,0.9764025263361343
371.0,0.8878474,0.8657341,0.9816381,0.9796649,1.004403,1.0224166,0.3794012,0.86371607,0.93405455,0.9587015,1.0361713,0.99092495,0.41585046,0.21615285,0.20844112471547396,0.2977070094818106,0.9457973247329886,0.919090214133552,0.9738215630226651,0.9795235568671871
372.0,0.88597107,0.8598284,0.9841042,0.9823847,1.0036277,1.0187218,0.3794012,0.826877,0.93405455,0.9587015,1.0332724,0.9785201,0.41585046,0.21615285,0.19955072474366065,0.2942282774139081,0.9549670993706053,0.9075846294239068,0.9843154741932321,0.9767831307500676
373.0,0.88739574,0.86321086,0.9851567,0.984607,1.0049415,1.0174398,0.3794012,0.8479762,0.93405455,0.9587015,1.0381844,0.9742158,0.41585046,0.21615285,0.2046426106992427,0.29686957807861725,0.9588805979475891,0.9035923712194798,0.9928898906915902,0.9814265789368537
374.0,0.88731164,0.8612483,0.9863219,0.98567927,1.0039507,1.0171211,0.3794012,0.8357341,0.93405455,0.9587015,1.0344802,0.9731456,0.41585046,0.21615285,0.20168822245016807,0.2967137180359472,0.9632132220519437,0.9025997429098556,0.9970272048387572,0.9779249439918676
375.0,0.87139,0.8409358,0.986284,0.9851396,1.0044676,1.0203404,0.3794012,0.7090257,0.93405455,0.9587015,1.0364128,0.9839543,0.41585046,0.21615285,0.17110959878172333,0.2671947799393105,0.9630723060362589,0.9126249068309019,0.9949449938819374,0.9797518637629474
376.0,0.8721164,0.8407459,0.986284,0.9851396,1.0044676,1.0203404,0.3794012,0.707841,0.93405455,0.9587015,1.0364128,0.9839543,0.41585046,0.21615285,0.17082369124670269,0.2685415192146795,0.9630723060362589,0.9126249068309019,0.9949449938819374,0.9797518637629474
377.0,0.8717982,0.83888286,0.986284,0.9851396,1.0044676,1.0203404,0.3794012,0.69621944,0.93405455,0.9587015,1.0364128,0.9839543,0.41585046,0.21615285,0.16801906557128574,0.267951668785703,0.9630723060362589,0.9126249068309019,0.9949449938819374,0.9797518637629474
378.0,0.8676236,0.83207285,0.9849223,0.9827146,1.0048983,1.0193671,0.3794012,0.6537388,0.93405455,0.9587015,1.0380232,0.98068655,0.41585046,0.21615285,0.15776718482425864,0.2602119368875516,0.9580089291487677,0.9095940552789358,0.9855884939308219,0.9812742814186807
379.0,0.87345433,0.84249103,0.98773885,0.98716223,1.0042624,1.0192575,0.3794012,0.71573913,0.93405455,0.9587015,1.035688,0.98032486,0.41585046,0.21615285,0.17272975186736833,0.270646658419672,0.9682804025851025,0.9092585510241953,1.002416214876366,0.9790667572336675
380.0,0.8710842,0.8356372,0.9883289,0.98757184,1.0054466,1.0170822,0.3794012,0.67495096,0.93405455,0.9587015,1.0400363,0.9731456,0.41585046,0.21615285,0.16288631639162482,0.2664050659957409,0.9704319075880738,0.9025997429098556,1.0039660961980068,0.9831773034883472
381.0,0.8711713,0.8360733,0.990349,0.9894492,1.005315,1.0151515,0.3794012,0.677546,0.93405455,0.9587015,1.0395533,0.96677357,0.41585046,0.21615285,0.16351259152365022,0.2665609260384109,0.9777988447422478,0.8966896668656527,1.0110690975573673,0.9827205967758271
382.0,0.87226635,0.83701175,0.9938837,0.99219406,1.0031879,1.0114689,0.3794012,0.6831311,0.93405455,0.9587015,1.0317426,0.9546195,0.41585046,0.21615285,0.16486044429937458,0.2685206553425968,0.9906892187837064,0.8854166651361933,1.0214545776620436,0.9753369083139206
383.0,0.8724855,0.83572257,0.9938837,0.99219406,1.0031879,1.0114689,0.3794012,0.67545867,0.93405455,0.9587015,1.0317426,0.9546195,0.41585046,0.21615285,0.16300885412788782,0.26891288157309373,0.9906892187837064,0.8854166651361933,1.0214545776620436,0.9753369083139206
384.0,0.8755936,0.8384622,0.9938837,0.99219406,1.0031879,1.0114689,0.3794012,0.6917627,0.93405455,0.9587015,1.0317426,0.9546195,0.41585046,0.21615285,0.1669435027182873,0.2744751425352015,0.9906892187837064,0.8854166651361933,1.0214545776620436,0.9753369083139206
385.0,0.8693529,0.8327459,0.9938837,0.99219406,1.0031879,1.0114689,0.3794012,0.6577443,0.93405455,0.9587015,1.0317426,0.9546195,0.41585046,0.21615285,0.1587338275532888,0.2633066353448849,0.9906892187837064,0.8854166651361933,1.0214545776620436,0.9753369083139206
386.0,0.86901027,0.8321511,0.9900377,0.98703134,1.0034511,1.0171902,0.3794012,0.6543594,0.93405455,0.9587015,1.0327088,0.9735021,0.41585046,0.21615285,0.1579169473979163,0.2627137991610903,0.9766637281994501,0.9029303986248953,1.0019209580734838,0.9762503217389608
387.0,0.8715234,0.8344212,0.9906388,0.9872393,1.003585,1.0144677,0.3794012,0.66462696,0.93405455,0.9587015,1.0331919,0.9646681,0.41585046,0.21615285,0.16103471583294332,0.2670620412906588,0.9788152332024215,0.8947368073071313,1.002693076460417,0.9767070284514808
388.0,0.86942273,0.8312094,0.991015,0.98907244,1.0026921,1.0191815,0.3794012,0.66462696,0.93405455,0.965209,1.029971,0.97996336,0.41585046,0.21615285,0.1566235546841761,0.26342744918008626,0.9801618143317384,0.908923267157623,1.009499216418303,0.9736621931400143
389.0,0.8709523,0.83245844,0.9933396,0.99258584,1.006777,1.0146837,0.3794012,0.66462696,0.94198346,0.977681,1.0447067,0.96536887,0.41585046,0.21615285,0.15833901028149464,0.2660739749157271,0.9884821081035946,0.8953868054779095,1.0225434875820993,0.9875923518583736
390.0,0.8713376,0.83207184,0.9933396,0.99258584,1.006777,1.0146837,0.3794012,0.66462696,0.94198346,0.977681,1.0447067,0.96536887,0.41585046,0.21615285,0.1578080376611428,0.26674063570798184,0.9884821081035946,0.8953868054779095,1.0225434875820993,0.9875923518583736
391.0,0.87140054,0.8315068,0.9933396,0.99258584,1.006777,1.0146837,0.3794012,0.66462696,0.94198346,0.977681,1.0447067,0.96536887,0.41585046,0.21615285,0.15703198956826497,0.2668495065239107,0.9884821081035946,0.8953868054779095,1.0225434875820993,0.9875923518583736
392.0,0.8672277,0.82400274,0.99117255,0.9895422,1.0078932,1.0156596,0.3794012,0.66462696,0.9345919,0.9668765,1.0487329,0.96853524,0.41585046,0.21615285,0.14672565914644847,0.2596295326397983,0.9807256595204618,0.8983236247447721,1.0112432423090771,0.9913983959977067
393.0,0.8638659,0.82002664,0.99076617,0.98729527,1.0092103,1.0192411,0.3794012,0.66462696,0.9332309,0.95904535,1.0534031,0.97996336,0.41585046,0.21615285,0.14151123545460348,0.25400240433368476,0.9792974811352759,0.908923267157623,1.0030527247451608,0.9958133514467336
