State,County,Annual_Crime_Rate,Children_Poverty_Rate,Chlamydia_Rate,id,Bachelor_or_High_Degree_Rate,Teenage_Birth_Rate,Natural_Amenity,Life_Expectancy,Population,Annual_Crime_Rate_Rank,Children_Poverty_Rate_Rank,Chlamydia_Rate_Rank,Bachelor_or_High_Degree_Rate_Rank,Teenage_Birth_Rate_Rank,Life_Expectancy_Rank
AR,LEE COUNTY,0.0042937518507551,42.0,0.0100681077879774,5.0,35.3,0.322,-0.42,73.475,6754,1835.0,2606.5,2344.0,272.0,5.0,101.5
FL,LEE COUNTY,0.0043831982207675,19.0,0.0056862624944579,12.0,35.3,0.172,5.23,78.688,554846,1869.0,1382.5,1642.0,272.0,1074.0,1713.0
GA,LEE COUNTY,0.0023789822093504,14.0,0.0050165494414563,13.0,35.3,0.185,0.22,77.75,19336,1065.0,707.5,1416.0,272.0,882.5,1339.0
IA,LEE COUNTY,0.0070117550010311,22.0,0.0041658073829655,19.0,35.3,0.126,-1.95,76.927,24245,2370.0,1722.0,1096.0,272.0,1913.0,1011.0
IL,LEE COUNTY,0.0019216910881575,17.0,0.0041236287933381,17.0,35.3,0.125,-2.93,78.0,24978,792.0,1093.5,1071.0,272.0,1928.5,1447.0
KY,LEE COUNTY,0.0004030632809351,44.0,0.0014107214832728,21.0,35.3,0.1641391035548686,0.53,72.667,4962,51.0,2622.5,57.0,272.0,1270.0,34.0
NC,LEE COUNTY,0.0026514779534518,21.0,0.0070215064322891,37.0,35.3,0.205,-0.68,75.946,40732,1200.0,1625.5,1962.0,272.0,595.0,652.5
SC,LEE COUNTY,0.0090141768417602,35.0,0.016389412439564,45.0,35.3,0.228,-1.0,73.283,12203,2518.0,2519.0,2587.0,272.0,343.5,78.0
TX,LEE COUNTY,0.0037094547964113,16.0,0.0019841269841269,48.0,35.3,0.181,0.88,78.3,11592,1662.0,959.0,171.0,272.0,934.5,1558.0
VA,LEE COUNTY,0.0016106637045265,43.0,0.0018883643432379,51.0,35.3,0.178,-1.36,77.0,18005,601.0,2614.5,151.0,272.0,976.0,1054.0
MI,LEELANAU COUNTY,0.0010163209182758,10.0,0.0023913433371196,26.0,44.7,0.069,0.73,82.68,16727,284.0,261.5,309.0,91.5,2568.5,2596.0
MS,LEFLORE COUNTY,0.0054485199123743,51.0,0.0247149356849969,28.0,18.5,0.276,-1.41,72.688,17803,2124.0,2639.0,2633.0,1374.0,62.0,37.0
PA,LEHIGH COUNTY,0.0033347931423795,18.0,0.0075374360663905,42.0,29.9,0.111,-0.4,79.35,248891,1508.0,1239.0,2047.0,501.5,2113.5,1951.5
ID,LEMHI COUNTY,0.0023628691983122,21.0,0.0027004219409282,16.0,22.9,0.161,0.43,79.133,5925,1057.0,1625.5,433.0,860.0,1413.5,1881.5
MI,LENAWEE COUNTY,0.0027339580988026,15.0,0.0041374873901665,26.0,21.0,0.14,-2.31,77.948,68399,1240.0,836.0,1076.0,1071.0,1715.5,1424.0
NC,LENOIR COUNTY,0.0109557227242893,37.0,0.013555813601252,37.0,14.9,0.224,-1.71,74.286,39614,2583.0,2549.5,2531.0,1883.0,385.0,223.0
FL,LEON COUNTY,0.0123270411036853,22.0,0.0194631379084094,12.0,46.2,0.132,1.75,77.575,172223,2611.0,1722.0,2616.0,75.0,1825.0,1266.5
TX,LEON COUNTY,0.0015038850363438,22.0,0.004010360096917,48.0,46.2,0.201,0.36,81.933,11969,522.0,1722.0,1026.0,75.0,651.0,2538.0
KY,LESLIE COUNTY,0.0005445881552076,39.0,0.0010891763104152,21.0,8.7,0.143,-0.41,74.033,7345,93.0,2573.0,25.0,2604.0,1673.5,176.0
KY,LETCHER COUNTY,0.0008161727774987,35.0,0.0015695630336514,21.0,12.1,0.161,-0.74,72.871,15928,185.0,2519.0,82.0,2397.0,1413.5,49.0
FL,LEVY COUNTY,0.014182002363667,29.0,0.006449434408239,12.0,12.2,0.212,2.47,74.925,29615,2623.0,2291.5,1835.0,2380.5,505.0,340.5
ID,LEWIS COUNTY,0.001840942562592,21.0,0.0047864506627393,16.0,17.9,0.154,0.99,81.85,2716,746.0,1625.5,1337.0,1463.5,1519.0,2528.5
KY,LEWIS COUNTY,0.0005295488244016,31.0,0.0030713831815293,21.0,17.9,0.219,0.78,75.725,9442,88.0,2393.0,616.0,1463.5,432.5,580.0
MO,LEWIS COUNTY,0.0023069824669332,20.0,0.003844970778222,29.0,17.9,0.16,-0.4,77.075,6502,1023.0,1516.5,951.0,1463.5,1431.0,1087.0
NY,LEWIS COUNTY,0.0019607843137254,19.0,0.0033224400871459,36.0,17.9,0.087,-2.79,84.743,18360,811.0,1382.5,712.0,1463.5,2421.0,2628.0
TN,LEWIS COUNTY,0.0068468893873214,23.0,0.0042497934128202,47.0,17.9,0.202,-0.8,75.75,8471,2353.0,1834.0,1129.0,1463.5,633.0,587.5
WA,LEWIS COUNTY,0.00261171851078,15.0,0.0050433185035753,53.0,17.9,0.152,3.4,78.315,55519,1180.0,836.0,1428.0,1463.5,1548.5,1569.0
WV,LEWIS COUNTY,0.0011203998965784,28.0,0.0024131690080151,54.0,17.9,0.151,-0.98,74.28,11603,328.0,2236.5,318.0,1463.5,1561.0,220.0
SC,LEXINGTON COUNTY,0.0048484787960193,17.0,0.0092525553131038,45.0,30.4,0.142,0.99,77.739,200269,1992.0,1093.5,2268.0,480.5,1690.5,1337.0
FL,LIBERTY COUNTY,0.0008386447500838,27.0,0.0072123448507212,12.0,14.4,0.1641391035548686,0.36,75.85,5962,195.0,2172.0,1992.0,1962.5,1270.0,620.0
GA,LIBERTY COUNTY,0.008562897864909,22.0,0.0297448031096839,13.0,14.4,0.224,1.46,75.97,35502,2488.0,1722.0,2638.0,1962.5,385.0,663.0
TX,LIBERTY COUNTY,0.0059708093763821,19.0,0.0072239422084623,48.0,14.4,0.228,0.08,76.108,54264,2228.0,1382.5,1995.0,1962.5,343.5,709.0
OH,LICKING COUNTY,0.0012260849574701,12.0,0.0052534334636048,39.0,26.1,0.158,-0.55,77.029,117447,374.0,457.5,1507.0,645.0,1454.5,1064.0
AL,LIMESTONE COUNTY,0.0022292317491128,16.0,0.0060811015741105,1.0,25.7,0.183,-0.42,75.981,65942,972.0,959.0,1751.0,664.0,906.5,666.0
TX,LIMESTONE COUNTY,0.0053700388864884,26.0,0.0038886488488364,48.0,25.7,0.247,1.12,76.3,16201,2109.0,2095.0,977.0,664.0,192.5,780.0
AR,LINCOLN COUNTY,0.0021330230754314,32.0,0.0038782237735117,5.0,9.7,0.293,-1.24,76.025,10314,916.0,2436.5,970.0,2559.0,26.5,680.0
CO,LINCOLN COUNTY,0.0014573718727228,21.0,0.0038863249939276,8.0,9.7,0.1641391035548686,1.05,80.8,4117,499.0,1625.5,974.0,2559.0,1270.0,2363.0
GA,LINCOLN COUNTY,0.0055517002081887,26.0,0.0045107564191533,13.0,9.7,0.196,1.13,76.35,5764,2144.0,2095.0,1233.0,2559.0,721.0,797.5
ID,LINCOLN COUNTY,0.0029753049687592,15.0,0.0059506099375185,16.0,9.7,0.1641391035548686,-0.41,79.1,3361,1351.0,836.0,1710.0,2559.0,1270.0,1873.0
KY,LINCOLN COUNTY,0.0005309734513274,26.0,0.0043067846607669,21.0,9.7,0.234,-1.25,73.26,16950,90.0,2095.0,1150.0,2559.0,286.0,72.5
ME,LINCOLN COUNTY,0.0020136013069412,16.0,0.00349530792903,23.0,9.7,0.105,1.55,79.014,26321,851.0,959.0,795.0,2559.0,2189.5,1846.0
MN,LINCOLN COUNTY,0.0025068939583855,12.0,0.0027575833542241,27.0,9.7,0.049,-2.16,81.3,3989,1131.0,457.5,450.0,2559.0,2623.0,2453.0
MO,LINCOLN COUNTY,0.0041700080192461,12.0,0.0052927024859663,29.0,9.7,0.15,0.37,76.629,37410,1803.0,457.5,1522.0,2559.0,1573.5,909.0
MS,LINCOLN COUNTY,0.001031947370684,24.0,0.0086425592294792,28.0,9.7,0.223,-0.99,73.267,23257,291.0,1934.5,2199.0,2559.0,396.5,74.5
MT,LINCOLN COUNTY,0.0025956738768718,28.0,0.0030615640599001,30.0,9.7,0.148,2.33,78.82,15025,1168.0,2236.5,607.0,2559.0,1605.5,1770.5
NC,LINCOLN COUNTY,0.0021003777292206,13.0,0.0054711452140183,37.0,9.7,0.185,1.49,77.272,59037,895.0,580.5,1588.0,2559.0,882.5,1168.0
NE,LINCOLN COUNTY,0.0040206777713957,13.0,0.0044309510133749,31.0,9.7,0.127,0.25,79.712,24374,1759.0,580.5,1203.0,2559.0,1900.5,2071.0
NM,LINCOLN COUNTY,0.0049059689288634,26.0,0.0032706459525756,35.0,9.7,0.168,4.26,81.675,14676,2001.0,2095.0,692.0,2559.0,1131.0,2504.0
NV,LINCOLN COUNTY,0.0005386479935362,17.0,0.0021545919741448,32.0,9.7,0.1641391035548686,3.86,78.85,3713,92.0,1093.5,222.0,2559.0,1270.0,1782.0
OK,LINCOLN COUNTY,0.0030725198872006,20.0,0.0062713077149711,40.0,9.7,0.2,0.13,76.671,23759,1395.0,1516.5,1801.0,2559.0,671.0,924.0
OR,LINCOLN COUNTY,0.0043233433855514,22.0,0.0034693496303808,41.0,9.7,0.128,6.06,77.912,37471,1846.0,1722.0,778.0,2559.0,1889.5,1410.0
SD,LINCOLN COUNTY,0.0041626728741613,4.0,0.0037792687936464,46.0,9.7,0.092,-3.91,80.75,36515,1801.0,7.5,922.0,2559.0,2373.0,2350.5
TN,LINCOLN COUNTY,0.0066035751840168,19.0,0.0066876971608832,47.0,9.7,0.178,-1.2,75.411,23775,2320.0,1382.5,1894.0,2559.0,976.0,490.0
WA,LINCOLN COUNTY,0.001307873397855,14.0,0.0018310227569971,53.0,9.7,0.12,0.56,81.05,7646,406.0,707.5,138.0,2559.0,2004.5,2413.0
WI,LINCOLN COUNTY,0.0020866695782986,12.0,0.0032027951666909,55.0,9.7,0.099,-2.98,78.289,20607,892.0,457.5,658.0,2559.0,2278.0,1551.5
WY,LINCOLN COUNTY,0.0016426783479349,9.0,0.0021902377972465,56.0,9.7,0.117,5.12,80.55,12784,620.0,188.5,235.0,2559.0,2039.5,2298.5
IA,LINN COUNTY,0.0032944771013915,13.0,0.008628076118362,19.0,33.1,0.099,-2.83,79.33,150555,1496.0,580.5,2195.0,387.5,2278.0,1947.0
KS,LINN COUNTY,0.0014619883040935,17.0,0.0040935672514619,20.0,33.1,0.185,-1.53,78.2,6840,500.0,1093.5,1060.0,387.5,882.5,1522.5
MO,LINN COUNTY,0.0048291681757817,31.0,0.0033804177230472,29.0,33.1,0.172,-1.26,76.54,8283,1989.0,2393.0,733.0,387.5,1074.0,876.0
OR,LINN COUNTY,0.001565918249856,16.0,0.0054461715601611,41.0,33.1,0.156,3.65,77.886,86850,575.0,959.0,1581.0,387.5,1482.5,1397.0
TX,LIPSCOMB COUNTY,0.0022371364653243,17.0,0.0017897091722595,48.0,19.7,0.1641391035548686,-0.43,81.25,2235,977.0,1093.5,129.0,1211.0,1270.0,2446.5
CT,LITCHFIELD COUNTY,0.0009062613746945,9.0,0.0029193501660241,9.0,35.4,0.059,1.04,80.089,134619,233.0,188.5,537.0,262.5,2600.0,2185.0
AR,LITTLE RIVER COUNTY,0.0020703933747412,26.0,0.0078214860823556,5.0,12.5,0.241,-0.06,75.6,8694,883.0,2095.0,2094.0,2326.5,232.0,535.0
TX,LIVE OAK COUNTY,0.0044972324723247,23.0,0.0091097785977859,48.0,12.2,0.175,2.67,78.65,8672,1902.0,1834.0,2257.0,2380.5,1025.5,1696.5
IL,LIVINGSTON COUNTY,0.0026735865377054,18.0,0.0045215066446488,17.0,14.8,0.123,-3.95,77.33,25434,1208.0,1239.0,1243.0,1895.0,1952.5,1187.0
KY,LIVINGSTON COUNTY,0.0008920606601248,21.0,0.0031222123104371,21.0,14.8,0.156,0.75,75.0,6726,219.0,1625.5,631.0,1895.0,1482.5,358.0
MI,LIVINGSTON COUNTY,0.0016397018450406,5.0,0.0028130664680972,26.0,14.8,0.057,-1.82,79.339,132951,618.0,18.5,477.0,1895.0,2608.5,1949.0
MO,LIVINGSTON COUNTY,0.0030803696443573,20.0,0.0054139830112946,29.0,14.8,0.156,-2.04,77.875,10713,1401.0,1516.5,1571.0,1895.0,1482.5,1393.5
NY,LIVINGSTON COUNTY,0.0018510708093162,16.0,0.00398331693144,36.0,14.8,0.094,-0.91,81.162,42678,753.0,959.0,1014.0,1895.0,2351.0,2433.0
TX,LLANO COUNTY,0.0015438513152425,21.0,0.0010094412445816,48.0,25.3,0.191,3.75,78.84,16841,551.0,1625.5,20.0,677.5,801.5,1774.0
AR,LOGAN COUNTY,0.0053563263439806,22.0,0.0052256842380299,5.0,13.3,0.233,1.75,75.883,15309,2106.0,1722.0,1493.0,2173.0,296.5,633.0
CO,LOGAN COUNTY,0.00442098317387,16.0,0.0038931045859452,8.0,13.3,0.189,1.29,78.183,15155,1880.0,959.0,980.0,2173.0,829.0,1513.5
IL,LOGAN COUNTY,0.0031904972267216,16.0,0.0065773327443184,17.0,13.3,0.147,-3.89,77.175,20373,1456.0,959.0,1872.0,2173.0,1620.0,1128.0
KS,LOGAN COUNTY,0.002088772845953,15.0,0.002088772845953,20.0,13.3,0.1641391035548686,-1.43,79.8,1915,893.0,836.0,208.0,2173.0,1270.0,2105.5
KY,LOGAN COUNTY,0.0024971499918571,22.0,0.0047771565061614,21.0,13.3,0.209,-0.75,75.167,18421,1117.0,1722.0,1334.0,2173.0,541.5,413.5
ND,LOGAN COUNTY,0.0007246376811594,19.0,0.0028985507246376,38.0,13.3,0.1641391035548686,-2.59,79.3,1380,153.0,1382.5,528.0,2173.0,1270.0,1936.0
OH,LOGAN COUNTY,0.0014430014430014,15.0,0.0046817380150713,39.0,13.3,0.171,-1.38,76.918,31185,489.0,836.0,1300.0,2173.0,1088.5,1008.5
OK,LOGAN COUNTY,0.0025997660210581,14.0,0.0096191342779149,40.0,13.3,0.2,-0.27,77.988,30772,1171.0,707.5,2304.0,2173.0,671.0,1439.5
