State,County,Annual_Crime_Rate,Children_Poverty_Rate,Chlamydia_Rate,id,Bachelor_or_High_Degree_Rate,Teenage_Birth_Rate,Natural_Amenity,Life_Expectancy,Population,Annual_Crime_Rate_Rank,Children_Poverty_Rate_Rank,Chlamydia_Rate_Rank,Bachelor_or_High_Degree_Rate_Rank,Teenage_Birth_Rate_Rank,Life_Expectancy_Rank
MI,DELTA COUNTY,0.0026069215656641,19.0,0.0043826507480731,26.0,21.7,0.109,-1.94,79.873,26468,1178.0,1382.5,1181.0,967.0,2138.0,2126.0
TX,DELTA COUNTY,0.0002775464890369,26.0,0.0044407438245906,48.0,21.7,0.1641391035548686,-0.59,75.1,3603,32.0,2095.0,1212.0,967.0,1270.0,390.5
MO,DENT COUNTY,0.0013615321775437,30.0,0.001815376236725,29.0,15.3,0.21,0.61,75.4,11017,436.0,2344.0,136.0,1830.0,528.5,486.5
TX,DENTON COUNTY,0.0024131864839635,7.0,0.0044263064728566,48.0,45.1,0.117,1.4,79.589,547409,1082.0,78.5,1202.0,86.0,2039.5,2018.0
CO,DENVER COUNTY,0.0084703116461379,16.0,0.0146761073915214,8.0,49.4,0.217,2.88,78.523,508718,2482.0,959.0,2562.0,52.0,451.0,1653.0
IA,DES MOINES COUNTY,0.0076196726092821,21.0,0.0095519340843632,19.0,20.1,0.138,-2.04,78.482,27429,2425.0,1625.5,2298.0,1175.0,1744.0,1632.0
OR,DESCHUTES COUNTY,0.0021679017807764,11.0,0.0044021679017807,41.0,35.4,0.122,6.1,79.914,135615,940.0,346.0,1190.0,262.5,1970.5,2140.0
AR,DESHA COUNTY,0.0079223102478916,39.0,0.013800153335037,5.0,14.1,0.263,-1.04,75.08,7826,2445.0,2573.0,2539.0,2007.0,104.5,383.0
SD,DEUEL COUNTY,0.0006635700066357,11.0,0.0019907100199071,46.0,15.9,0.1641391035548686,-1.68,83.55,3014,128.0,346.0,173.0,1733.5,1270.0,2614.0
OK,DEWEY COUNTY,0.0006203473945409,15.0,0.0031017369727047,40.0,24.0,0.135,0.16,78.2,3224,121.5,836.0,627.0,764.5,1785.0,1522.5
SD,DEWEY COUNTY,0.0,33.0,0.0483403158233967,46.0,24.0,0.233,0.62,78.8,3103,7.0,2471.0,2641.0,764.5,296.5,1760.0
VA,DICKENSON COUNTY,0.0027649769585253,28.0,0.0020276497695852,51.0,10.7,0.127,0.61,73.6,10850,1253.0,2236.5,185.0,2484.5,1900.5,121.5
ND,DICKEY COUNTY,0.0012030075187969,13.0,0.0012030075187969,38.0,28.8,0.1641391035548686,-2.96,80.933,3325,367.0,580.5,32.0,549.0,1270.0,2394.0
IA,DICKINSON COUNTY,0.0018042045811107,8.0,0.0017257609036711,19.0,33.6,0.085,-1.51,79.94,12748,717.0,128.0,107.0,320.5,2438.5,2145.5
KS,DICKINSON COUNTY,0.0022999080036798,14.0,0.0036031892057651,20.0,33.6,0.139,-0.96,77.983,13044,1016.0,707.5,832.0,320.5,1729.5,1437.5
TN,DICKSON COUNTY,0.0070056869694222,14.0,0.0050550839308772,47.0,16.2,0.185,-0.83,75.76,36399,2368.0,707.5,1431.0,1667.5,882.5,590.5
SC,DILLON COUNTY,0.0140380258102649,35.0,0.0164515811250123,45.0,11.1,0.265,-0.68,75.05,20302,2621.0,2519.0,2589.0,2462.0,95.5,374.5
TX,DIMMIT COUNTY,0.0015460729746444,35.0,0.0123685837971552,48.0,13.6,0.295,0.48,78.4,6468,554.0,2519.0,2486.0,2125.0,22.5,1598.0
VA,DINWIDDIE COUNTY,0.0034144675869469,15.0,0.0070240476074337,51.0,18.6,0.166,-1.34,76.04,20501,1544.0,836.0,1963.0,1355.5,1157.0,684.0
FL,DIXIE COUNTY,0.0060668955057076,31.0,0.0049493094914983,12.0,10.4,0.273,2.42,76.4,12527,2246.0,2393.0,1401.0,2513.0,71.0,813.5
NE,DIXON COUNTY,0.0005171967933798,11.0,0.0051719679337988,31.0,21.2,0.092,-1.71,80.55,3867,81.0,346.0,1469.0,1027.0,2373.0,2298.5
WV,DODDRIDGE COUNTY,0.0034591194968553,22.0,0.0031446540880503,54.0,17.1,0.1641391035548686,-2.52,80.1,6360,1563.0,1722.0,638.5,1567.0,1270.0,2189.5
GA,DODGE COUNTY,0.0049757934373318,28.0,0.0073292092522861,13.0,14.3,0.205,-0.08,75.6,14872,2017.0,2236.5,2008.0,1973.5,595.0,535.0
MN,DODGE COUNTY,0.0015434367190945,6.0,0.0037483463178009,27.0,14.3,0.108,-5.08,81.68,13606,549.0,40.0,899.0,1973.5,2150.5,2506.5
NE,DODGE COUNTY,0.0029309993893751,11.0,0.005088540606554,31.0,14.3,0.091,-0.55,78.422,24565,1324.0,346.0,1439.0,1973.5,2382.5,1611.0
WI,DODGE COUNTY,0.0012511283911122,10.0,0.0057488557718195,55.0,14.3,0.106,-1.83,78.928,63143,382.0,261.5,1659.0,1973.5,2178.5,1813.0
CO,DOLORES COUNTY,0.0028612303290414,15.0,0.0028612303290414,8.0,24.1,0.1641391035548686,4.38,76.8,1398,1290.0,836.0,506.0,757.5,1270.0,969.5
NM,DONA ANA COUNTY,0.0046198017685059,31.0,0.0117442233387803,35.0,27.1,0.232,4.77,79.482,130958,1930.0,2393.0,2455.0,603.0,310.0,1977.5
KS,DONIPHAN COUNTY,0.0017989206476114,14.0,0.0031980811513092,20.0,21.1,0.161,-2.07,80.4,5003,712.0,707.5,655.0,1050.5,1413.5,2262.5
TX,DONLEY COUNTY,0.0050136736554238,25.0,0.0036463081130355,48.0,17.9,0.1641391035548686,0.86,79.1,2194,2029.0,2015.5,853.0,1463.5,1270.0,1873.0
GA,DOOLY COUNTY,0.0019155156769835,42.0,0.0078636959370904,13.0,12.1,0.264,-0.12,79.933,9919,790.0,2606.5,2103.0,2397.0,100.5,2142.0
WI,DOOR COUNTY,0.000557258289217,14.0,0.0024612241107086,55.0,33.7,0.081,-0.15,78.9,21534,98.0,707.5,336.0,317.0,2484.5,1806.0
MD,DORCHESTER COUNTY,0.006418596582531,24.0,0.0089339925405499,24.0,21.2,0.207,0.2,77.611,23058,2294.0,1934.5,2236.0,1027.0,573.0,1285.0
SC,DORCHESTER COUNTY,0.0065187331270165,13.0,0.0085599525910318,45.0,21.2,0.171,-1.11,78.004,106309,2306.0,580.5,2186.0,1027.0,1088.5,1452.0
GA,DOUGHERTY COUNTY,0.014998262078554,40.0,0.0207681612791101,13.0,21.4,0.234,-0.31,74.508,57540,2628.0,2585.0,2625.0,997.0,286.0,266.0
CO,DOUGLAS COUNTY,0.0016453373843192,2.0,0.003092332727789,8.0,58.0,0.05,5.15,82.076,221839,623.0,1.0,622.0,16.5,2621.5,2552.0
GA,DOUGLAS COUNTY,0.0046328293736501,17.0,0.0084773218142548,13.0,58.0,0.148,-0.45,76.285,92600,1934.0,1093.5,2175.0,16.5,1605.5,774.0
IL,DOUGLAS COUNTY,0.002745367192862,11.0,0.0033554487912758,17.0,58.0,0.135,-3.5,79.26,13113,1242.0,346.0,723.0,16.5,1785.0,1922.5
KS,DOUGLAS COUNTY,0.0037144332262505,12.0,0.0117599816429554,20.0,58.0,0.102,0.36,80.145,69728,1665.0,457.5,2456.0,16.5,2234.0,2201.0
MN,DOUGLAS COUNTY,0.0016760400759804,8.0,0.0029051361316995,27.0,58.0,0.079,-2.23,81.733,26849,645.0,128.0,531.0,16.5,2507.0,2517.0
MO,DOUGLAS COUNTY,0.002499479275151,27.0,0.0037492189127265,29.0,58.0,0.192,-0.88,74.8,9602,1122.0,2172.0,900.0,16.5,785.0,319.0
NE,DOUGLAS COUNTY,0.0073073267728073,12.0,0.0102543596092168,31.0,58.0,0.132,-1.92,77.832,365113,2400.0,457.5,2359.0,16.5,1825.0,1376.0
NV,DOUGLAS COUNTY,0.0019678671554884,12.0,0.0032348501186111,32.0,58.0,0.108,7.61,79.767,37096,815.0,457.5,677.0,16.5,2150.5,2092.5
OR,DOUGLAS COUNTY,0.0028795194181384,18.0,0.0041579267460189,41.0,58.0,0.157,6.78,76.873,80569,1301.0,1239.0,1094.0,16.5,1466.0,996.0
SD,DOUGLAS COUNTY,0.0014756517461878,16.0,0.0024594195769798,46.0,58.0,0.1641391035548686,-3.59,82.7,2033,508.0,959.0,335.0,16.5,1270.0,2598.0
WA,DOUGLAS COUNTY,0.0014496430254049,15.0,0.0065596346899575,53.0,58.0,0.149,0.42,81.1,27593,492.0,836.0,1864.0,16.5,1589.0,2422.5
WI,DOUGLAS COUNTY,0.0026222927255657,16.0,0.0047589756871378,55.0,58.0,0.136,-0.66,78.16,30889,1185.0,959.0,1328.0,16.5,1772.0,1505.0
AR,DREW COUNTY,0.0058314038247148,25.0,0.009861932938856,5.0,22.8,0.212,-1.24,75.56,11661,2209.0,2015.5,2326.0,878.0,505.0,524.5
IN,DUBOIS COUNTY,0.0029701586414144,7.0,0.003494304284017,18.0,23.7,0.088,-0.34,78.986,28618,1348.0,78.5,794.0,797.0,2410.0,1833.0
IA,DUBUQUE COUNTY,0.0031455268757516,11.0,0.0065994387393221,19.0,30.8,0.092,-0.79,79.008,64854,1435.0,346.0,1878.0,461.0,2373.0,1844.0
UT,DUCHESNE COUNTY,0.0076407165294167,15.0,0.0034807708634009,49.0,14.7,0.185,3.73,80.7,11779,2428.0,836.0,782.0,1917.0,882.5,2336.0
MO,DUNKLIN COUNTY,0.0078692797353516,35.0,0.0057641220991429,29.0,13.8,0.244,-2.1,73.18,19951,2440.0,2519.0,1664.0,2090.5,215.5,64.5
ND,DUNN COUNTY,0.0029498525073746,12.0,0.0026220911176663,38.0,21.3,0.1641391035548686,0.2,84.8,3051,1336.0,457.5,403.0,1011.0,1270.0,2630.0
WI,DUNN COUNTY,0.0026015902678538,13.0,0.0061558755633725,55.0,21.3,0.098,-1.54,81.614,27291,1174.0,580.5,1778.0,1011.0,2290.0,2501.0
NC,DUPLIN COUNTY,0.0034830109251277,29.0,0.0079933847850055,37.0,12.1,0.219,-1.51,79.5,39908,1574.0,2291.5,2119.0,2397.0,432.5,1989.5
NC,DURHAM COUNTY,0.0093143499787673,21.0,0.0133275468634066,37.0,48.2,0.163,-0.26,78.529,214293,2533.0,1625.5,2520.0,59.0,1387.5,1654.5
NY,DUTCHESS COUNTY,0.0029132399216002,10.0,0.0056854381775471,36.0,35.0,0.076,-0.07,80.557,205613,1319.0,261.5,1641.0,281.5,2536.5,2302.5
FL,DUVAL COUNTY,0.0093193920273156,20.0,0.0111188585972603,12.0,30.0,0.197,2.31,75.768,639634,2534.0,1516.5,2413.0,497.5,708.0,595.0
TX,DUVAL COUNTY,0.0084578517056667,34.0,0.027206089653228,48.0,30.0,0.288,0.96,81.7,7094,2480.0,2497.5,2637.0,497.5,36.5,2511.0
TN,DYER COUNTY,0.0115253439962366,23.0,0.0101924810851072,47.0,16.1,0.216,-0.39,75.488,25509,2599.0,1834.0,2357.0,1690.0,458.0,508.0
CO,EAGLE COUNTY,0.0019997402934683,8.0,0.0048565121412803,8.0,47.2,0.12,4.57,82.4,38505,841.0,128.0,1368.0,69.5,2004.5,2581.0
GA,EARLY COUNTY,0.0118663932024611,41.0,0.0150893641957222,13.0,15.1,0.257,0.16,74.02,6826,2603.0,2596.0,2571.0,1860.0,129.5,172.0
TX,EASTLAND COUNTY,0.002963556267521,24.0,0.0031237484981978,48.0,16.0,0.224,0.24,75.62,12485,1346.0,1934.5,634.0,1715.5,385.0,545.5
MI,EATON COUNTY,0.0034260405132547,11.0,0.0056796717253956,26.0,27.8,0.116,-3.14,78.811,76765,1548.0,346.0,1640.0,584.5,2054.0,1767.0
WI,EAU CLAIRE COUNTY,0.0022135376912038,11.0,0.0077092174762617,55.0,32.3,0.093,-3.16,79.238,65506,965.0,346.0,2082.0,423.5,2363.5,1916.0
GA,ECHOLS COUNTY,0.0014336917562724,31.0,0.0028673835125448,13.0,9.7,0.1641391035548686,0.73,74.55,2790,484.0,2393.0,509.0,2559.0,1270.0,275.5
TX,ECTOR COUNTY,0.0134667784531544,17.0,0.0085935862502619,48.0,15.4,0.271,2.5,75.1,95420,2618.0,1093.5,2189.0,1808.0,74.0,390.5
ND,EDDY COUNTY,0.0024125452352231,14.0,0.0030156815440289,38.0,16.2,0.1641391035548686,-2.47,72.2,1658,1081.0,707.5,580.0,1667.5,1270.0,15.0
NM,EDDY COUNTY,0.0086723050073835,15.0,0.0086454557658746,35.0,16.2,0.238,4.97,75.75,37245,2493.0,836.0,2200.0,1667.5,254.5,587.5
IL,EDGAR COUNTY,0.0037929672066376,21.0,0.0037139470564994,17.0,17.2,0.153,-3.65,76.76,12655,1692.0,1625.5,877.0,1543.5,1535.0,953.0
NC,EDGECOMBE COUNTY,0.0069631749876149,33.0,0.014311664006165,37.0,13.6,0.233,-2.13,76.307,36334,2364.0,2471.0,2552.0,2125.0,296.5,783.5
SC,EDGEFIELD COUNTY,0.0013216754778365,21.0,0.006862545750305,45.0,16.7,0.224,-0.25,77.05,19672,415.0,1625.5,1927.0,1608.0,385.0,1074.0
KY,EDMONSON COUNTY,0.0011367511651699,22.0,0.0046606797771967,21.0,10.3,0.234,0.62,75.3,8797,336.0,1722.0,1293.0,2518.0,286.0,457.5
KS,EDWARDS COUNTY,0.0018930430667297,17.0,0.0018930430667297,20.0,13.9,0.1641391035548686,-3.01,78.3,2113,777.0,1093.5,153.0,2073.0,1270.0,1558.0
TX,EDWARDS COUNTY,0.0020477815699658,35.0,0.0027303754266211,48.0,13.9,0.1641391035548686,3.15,80.5,1465,869.0,2519.0,441.0,2073.0,1270.0,2285.5
GA,EFFINGHAM COUNTY,0.0016990845231151,12.0,0.0066695407399893,13.0,20.0,0.193,-0.1,76.24,39433,656.0,457.5,1888.0,1181.0,768.5,750.5
IL,EFFINGHAM COUNTY,0.0026091791778946,12.0,0.0035501946191026,17.0,20.0,0.119,-2.81,77.638,23379,1179.0,457.5,814.0,1181.0,2015.5,1296.0
CA,EL DORADO COUNTY,0.0029118136439267,9.0,0.0032621070146247,6.0,34.3,0.083,6.1,80.759,137028,1317.0,188.5,689.0,299.0,2462.5,2352.0
CO,EL PASO COUNTY,0.005965296440065,10.0,0.0088804839476681,8.0,38.5,0.143,5.15,79.042,452115,2227.0,261.5,2228.0,203.0,1673.5,1855.0
TX,EL PASO COUNTY,0.0059841779588,26.0,0.0111615884702749,48.0,38.5,0.216,4.46,78.505,510680,2230.0,2095.0,2417.0,203.0,458.0,1648.0
CO,ELBERT COUNTY,5.456728145803776e-05,7.0,0.0026737967914438,8.0,35.8,0.102,0.9,80.514,18326,14.0,78.5,426.0,247.0,2234.0,2289.0
GA,ELBERT COUNTY,0.0052344275779555,30.0,0.0053839826516114,13.0,35.8,0.217,-0.34,73.7,13373,2079.0,2344.0,1560.0,247.0,451.0,131.5
PA,ELK COUNTY,0.0014838129496402,12.0,0.00193345323741,42.0,15.6,0.076,0.07,78.333,22240,512.0,457.5,160.0,1772.0,2536.5,1572.0
IN,ELKHART COUNTY,0.0055519142537687,12.0,0.0079577437637352,18.0,19.8,0.172,-2.72,78.637,129685,2145.0,457.5,2114.0,1202.0,1074.0,1695.0
NV,ELKO COUNTY,0.0064404037983404,14.0,0.0049126801066411,32.0,16.6,0.177,2.05,78.114,33383,2295.0,707.5,1387.0,1615.0,997.0,1489.0
KY,ELLIOTT COUNTY,0.0003615982643283,32.0,0.0010847947929849,21.0,9.7,0.1641391035548686,0.29,76.1,5531,44.0,2436.5,24.0,2559.0,1270.0,703.0
KS,ELLIS COUNTY,0.0049272373094992,11.0,0.0103128222756961,20.0,36.3,0.09,-2.31,79.1,17454,2004.0,346.0,2365.0,233.0,2392.5,1873.0
TX,ELLIS COUNTY,0.002058405004609,13.0,0.0061215174919677,48.0,36.3,0.213,0.24,77.77,111737,874.0,580.5,1767.0,233.0,492.0,1349.0
KS,ELLSWORTH COUNTY,0.0011059500110595,12.0,0.0017695200176952,20.0,19.5,0.129,-0.19,77.45,4521,322.0,457.5,122.0,1241.0,1876.0,1222.5
AL,ELMORE COUNTY,0.0034763696004849,18.0,0.0072736348563991,1.0,25.1,0.183,2.11,75.492,56093,1569.0,1239.0,1998.0,691.0,906.5,510.0
ID,ELMORE COUNTY,0.0028036268193748,17.0,0.0089477451682176,16.0,25.1,0.175,2.94,77.875,16764,1267.0,1093.5,2238.0,691.0,1025.5,1393.5
GA,EMANUEL COUNTY,0.0055103823667764,31.0,0.010550366238828,13.0,13.0,0.245,-0.16,73.1,14881,2134.0,2393.0,2382.0,2215.0,207.5,59.0
UT,EMERY COUNTY,0.0028517110266159,14.0,0.0026932826362484,49.0,16.3,0.136,0.83,81.867,6312,1285.0,707.5,431.0,1653.0,1772.0,2532.0
IA,EMMET COUNTY,0.0060222359481161,15.0,0.0057134033353922,19.0,18.8,0.11,-2.1,77.8,6476,2239.0,836.0,1647.0,1319.0,2126.5,1361.5
MI,EMMET COUNTY,0.0024075380847619,12.0,0.0027811215806732,26.0,18.8,0.088,0.93,80.071,24091,1080.0,457.5,460.0,1319.0,2410.0,2182.5
ND,EMMONS COUNTY,0.0008186655751125,18.0,0.0020466639377814,38.0,18.2,0.1641391035548686,-1.81,79.6,2443,188.0,1239.0,191.0,1417.5,1270.0,2024.5
TX,ERATH COUNTY,0.0025584946147814,19.0,0.0106879049230388,48.0,31.5,0.185,0.03,79.712,24233,1148.0,1382.5,2392.0,442.0,882.5,2071.0
NY,ERIE COUNTY,0.0060853182988354,19.0,0.0084352326152007,36.0,34.4,0.107,-0.7,77.667,645981,2250.0,1382.5,2169.0,292.0,2166.0,1308.0
OH,ERIE COUNTY,0.0015287384179421,19.0,0.0071403270008762,39.0,34.4,0.151,-0.91,76.589,53639,539.0,1382.5,1980.0,292.0,1561.0,891.0
PA,ERIE COUNTY,0.0033382037690773,24.0,0.006868380917846,42.0,34.4,0.137,-0.57,77.303,187526,1510.0,1934.5,1929.0,292.0,1759.5,1179.0
AL,ESCAMBIA COUNTY,0.0065354422058084,27.0,0.0071155110406434,1.0,12.5,0.232,-0.03,73.525,25859,2311.0,2172.0,1975.0,2326.5,310.0,108.0
FL,ESCAMBIA COUNTY,0.0097607202084814,25.0,0.0100071073205401,12.0,12.5,0.196,2.34,75.154,211050,2550.0,2015.5,2341.0,2326.5,721.0,407.0
MA,ESSEX COUNTY,0.0052139928761128,12.0,0.0062545813519178,25.0,39.9,0.084,1.43,80.592,542962,2074.0,457.5,1797.0,179.5,2452.0,2312.0
NJ,ESSEX COUNTY,0.0090051834988523,18.0,0.0121197723076577,34.0,39.9,0.147,-0.02,78.113,534581,2516.0,1239.0,2474.0,179.5,1620.0,1488.0
NY,ESSEX COUNTY,0.0022325321798583,17.0,0.0028953151707538,36.0,39.9,0.104,-0.26,81.038,28667,974.0,1093.5,525.0,179.5,2203.5,2410.5
VA,ESSEX COUNTY,0.0030445261956108,27.0,0.010148420652036,51.0,39.9,0.219,0.48,78.0,7883,1380.0,2172.0,2353.0,179.5,432.5,1447.0
VT,ESSEX COUNTY,0.000211282484682,19.0,0.0021128248468201,50.0,39.9,0.13,-1.01,78.267,4733,23.0,1382.5,212.0,179.5,1858.0,1544.5
KY,ESTILL COUNTY,0.000692246835443,32.0,0.0038568037974683,21.0,9.9,0.203,0.55,71.35,10112,135.0,2436.5,960.0,2541.0,617.5,5.0
AL,ETOWAH COUNTY,0.0085934029320302,27.0,0.0075521990226565,1.0,17.8,0.201,0.96,72.521,72032,2490.0,2172.0,2053.0,1480.5,651.0,29.0
NV,EUREKA COUNTY,0.0052005943536404,13.0,0.0029717682020802,32.0,8.8,0.1641391035548686,1.92,81.4,1346,2071.0,580.5,564.0,2601.5,1270.0,2469.0
GA,EVANS COUNTY,0.0023588178160122,36.0,0.0109615651449979,13.0,15.8,0.246,0.28,76.6,7207,1049.0,2538.0,2409.0,1749.5,197.5,899.0
VA,FAIRFAX COUNTY,0.001403736374463,8.0,0.0040522471960526,51.0,61.6,0.052,-1.31,82.588,780061,463.0,128.0,1041.0,4.0,2617.5,2591.0
CT,FAIRFIELD COUNTY,0.0034494819558982,12.0,0.0054439323161584,9.0,47.9,0.08,2.25,81.499,643285,1557.0,457.5,1580.0,63.0,2497.0,2480.0
OH,FAIRFIELD COUNTY,0.0022436143284497,12.0,0.0048995167599907,39.0,47.9,0.118,-0.17,78.368,104296,981.0,457.5,1380.0,63.0,2026.5,1586.5
SC,FAIRFIELD COUNTY,0.0102065912444663,29.0,0.0094687653713723,45.0,47.9,0.265,0.67,76.25,16264,2566.0,2291.5,2289.0,63.0,95.5,756.5
SD,FALL RIVER COUNTY,0.0011527377521613,18.0,0.0026897214217098,46.0,21.1,0.144,1.89,76.75,5205,347.0,1239.0,429.0,1050.5,1655.5,948.0
TX,FALLS COUNTY,0.0020476697518224,28.0,0.0062249160455401,48.0,12.4,0.269,0.34,76.433,12209,868.0,2236.5,1792.0,2338.0,79.5,824.5
GA,FANNIN COUNTY,0.0015327236499259,23.0,0.0018392683799111,13.0,21.8,0.208,2.78,75.825,19573,541.0,1834.0,143.0,954.0,556.5,611.0
TX,FANNIN COUNTY,0.0018537590113285,16.0,0.003707518022657,48.0,21.8,0.208,0.22,76.678,24275,755.0,959.0,876.0,954.0,556.5,927.5
MN,FARIBAULT COUNTY,0.0010138902970698,17.0,0.0035486160397444,27.0,18.6,0.077,-2.91,81.2,9863,283.0,1093.5,813.0,1355.5,2529.0,2437.5
AR,FAULKNER COUNTY,0.005812650753272,16.0,0.0087387470508376,5.0,30.6,0.176,-0.08,76.009,75869,2202.0,959.0,2207.0,469.0,1013.5,676.0
VA,FAUQUIER COUNTY,0.00091535084982,7.0,0.0033285485448001,51.0,36.4,0.099,-1.53,79.269,48069,240.0,78.5,715.0,228.0,2278.0,1929.0
GA,FAYETTE COUNTY,0.0010619886721208,7.0,0.0046412838263058,13.0,12.4,0.058,-0.24,79.775,76272,299.0,78.5,1287.0,2338.0,2603.5,2097.0
IA,FAYETTE COUNTY,0.0041394335511982,17.0,0.0028322440087145,19.0,12.4,0.097,-4.09,78.414,13770,1789.0,1093.5,486.5,2338.0,2303.5,1605.5
IL,FAYETTE COUNTY,0.0018297065934784,22.0,0.0024178265699536,17.0,12.4,0.214,-1.97,79.15,15303,733.0,1722.0,321.0,2338.0,479.0,1889.0
KY,FAYETTE COUNTY,0.0055867263608938,17.0,0.0114040312818246,21.0,12.4,0.154,-2.39,77.592,208172,2153.0,1093.5,2433.0,2338.0,1519.0,1272.0
OH,FAYETTE COUNTY,0.0031598797207074,21.0,0.0036185719382294,39.0,12.4,0.198,-3.2,74.986,19621,1443.0,1625.5,837.0,2338.0,696.0,355.0
PA,FAYETTE COUNTY,0.0028387526125882,27.0,0.0045544822136031,42.0,12.4,0.131,0.27,76.337,96169,1279.0,2172.0,1255.0,2338.0,1838.5,795.0
TN,FAYETTE COUNTY,0.0034219888192444,17.0,0.0069456208707436,47.0,12.4,0.257,-1.18,76.064,29515,1546.0,1093.5,1947.0,2338.0,129.5,691.0
TX,FAYETTE COUNTY,0.0036130727541468,15.0,0.0050911479717523,48.0,12.4,0.141,1.04,79.157,18267,1632.0,836.0,1440.0,2338.0,1703.0,1891.0
WV,FAYETTE COUNTY,0.0036593903137529,27.0,0.0020365302615668,54.0,12.4,0.178,-0.13,76.417,31426,1645.0,2172.0,188.0,2338.0,976.0,820.0
TN,FENTRESS COUNTY,0.0023036166781847,28.0,0.0035322122398832,47.0,16.0,0.198,-0.05,73.825,13023,1020.0,2236.5,806.0,1715.5,696.0,146.0
MT,FERGUS COUNTY,0.0070809424978635,16.0,0.0041508973263337,30.0,29.1,0.092,2.63,79.55,8191,2380.0,959.0,1090.0,531.0,2373.0,2005.5
WA,FERRY COUNTY,0.0013872030518467,26.0,0.0022542049592509,53.0,18.8,0.186,2.31,79.4,5767,452.0,2095.0,263.0,1319.0,871.5,1964.5
MN,FILLMORE COUNTY,0.000692760651195,13.0,0.0025632144094215,27.0,22.2,0.079,-2.93,82.533,14435,136.0,580.5,380.0,928.0,2507.0,2589.5
NE,FILLMORE COUNTY,0.0002459419576979,10.0,0.0022134776192818,31.0,22.2,0.066,-4.0,77.4,4066,28.0,261.5,245.0,928.0,2580.5,1209.0
KS,FINNEY COUNTY,0.0085497885785976,17.0,0.0117094930532967,20.0,17.1,0.251,-0.35,77.98,21521,2487.0,1093.5,2451.0,1567.0,164.5,1436.0
TX,FISHER COUNTY,0.0044826298094882,22.0,0.0037355248412401,48.0,18.6,0.1641391035548686,0.3,77.85,2677,1899.0,1722.0,893.0,1355.5,1270.0,1384.0
FL,FLAGLER COUNTY,0.0030291465916137,17.0,0.0042813528598006,12.0,25.1,0.155,2.7,79.005,83852,1372.0,1093.5,1143.0,691.0,1502.0,1843.0
MT,FLATHEAD COUNTY,0.0041276752141584,12.0,0.0046507025529388,30.0,31.0,0.118,2.8,79.894,70742,1785.0,457.5,1291.0,454.5,2026.5,2133.0
KY,FLEMING COUNTY,0.0008111944838775,33.0,0.0024335834516325,21.0,12.9,0.17,-0.86,74.025,9862,182.0,2471.0,327.0,2228.0,1099.5,174.0
SC,FLORENCE COUNTY,0.0082745349583066,24.0,0.012465255505666,45.0,23.6,0.201,-0.56,74.506,93540,2468.0,1934.5,2489.0,814.0,651.0,265.0
GA,FLOYD COUNTY,0.0050296223154776,24.0,0.0075444334732164,13.0,20.9,0.198,0.33,75.765,64816,2033.0,1934.5,2051.0,1090.0,696.0,593.0
IA,FLOYD COUNTY,0.0025780314888131,15.0,0.0039591197863916,19.0,20.9,0.093,-4.03,79.7,10861,1163.0,836.0,1006.0,1090.0,2363.5,2063.5
IN,FLOYD COUNTY,0.0018433873182476,15.0,0.0062073246430788,18.0,20.9,0.139,-1.04,76.185,53163,747.0,836.0,1789.0,1090.0,1729.5,734.0
KY,FLOYD COUNTY,0.00077963591003,34.0,0.002728725685105,21.0,20.9,0.157,0.04,73.03,25653,168.0,2497.5,440.0,1090.0,1466.0,54.0
TX,FLOYD COUNTY,0.006366047745358,30.0,0.0050397877984084,48.0,20.9,0.293,0.86,77.8,3770,2286.0,2344.0,1425.0,1090.0,26.5,1361.5
VA,FLOYD COUNTY,0.0017213185299939,17.0,0.0009467251914966,51.0,20.9,0.161,-1.05,78.067,11619,671.0,1093.5,17.0,1090.0,1413.5,1473.5
VA,FLUVANNA COUNTY,0.0013481980814104,9.0,0.0038371791547835,51.0,33.9,0.128,-0.51,80.0,19285,431.0,188.5,948.0,310.0,1889.5,2160.5
WI,FOND DU LAC COUNTY,0.0027216391246092,10.0,0.0047314649397052,55.0,23.1,0.094,-1.92,80.294,71648,1235.0,261.5,1316.0,844.0,2351.0,2238.0
IL,FORD COUNTY,0.0036610315494777,14.0,0.0035533541509637,17.0,21.4,0.133,-4.02,77.725,9287,1646.0,707.5,816.0,997.0,1811.0,1332.0
KS,FORD COUNTY,0.0062936375258137,20.0,0.0091946110728685,20.0,21.4,0.208,-0.84,79.943,20338,2273.0,1516.5,2262.0,997.0,556.5,2147.0
PA,FOREST COUNTY,0.0058401468379776,30.0,0.0015017520440513,42.0,8.1,0.1641391035548686,-1.09,76.0,5993,2211.0,2344.0,69.0,2626.0,1270.0,672.5
WI,FOREST COUNTY,0.0034140285536933,23.0,0.0057417752948479,55.0,8.1,0.191,-2.56,77.675,6444,1543.0,1834.0,1657.0,2626.0,801.5,1315.5
MS,FORREST COUNTY,0.0027124001537738,29.0,0.0186450813720046,28.0,27.8,0.197,-0.03,73.944,46822,1231.0,2291.5,2608.0,584.5,708.0,161.0
GA,FORSYTH COUNTY,0.0007901721494708,5.0,0.0023367484078368,13.0,53.1,0.124,0.99,79.762,148069,173.0,18.5,287.0,28.5,1940.5,2091.0
